id,sire,dam,sex,birth_date
M2200464,M2100199,E0126,M,2022-04-21
M2200465,M2100271,E0127,M,2022-04-05
W2200466,M2100163,E0128,F,2022-04-10
W2200467,M2100175,E0129,F,2022-04-21
M2200468,M2100271,E0131,M,2022-04-24
W2200469,M2100017,E0132,F,2022-04-17
M2200470,M2100175,E0133,M,2022-04-16
M2200471,M2100175,E0133,M,2022-04-16
W2200472,M2100163,E0134,F,2022-04-17
M2200473,M2100163,E0134,M,2022-04-17
M2200474,M2100193,E0136,M,2022-04-21
M2200475,M2100193,E0136,M,2022-04-21
W2200476,M2100271,E0137,F,2022-04-04
W2200477,M2100271,E0137,F,2022-04-04
W2200478,M2100199,E0138,F,2022-04-06
M2200479,M2100196,E0139,M,2022-04-02
M2200480,M2100196,E0139,M,2022-04-02
M2200481,M2100017,E0140,M,2022-04-19
W2200482,M2100017,E0140,F,2022-04-19
M2200483,M2100017,E0140,M,2022-04-19
W2200484,M2100129,E0141,F,2022-04-18
W2200485,M2100089,E0142,F,2022-04-08
M2200486,M2100089,E0142,M,2022-04-08
W2200487,M2100089,E0142,F,2022-04-08
W2200488,M2100196,E0143,F,2022-04-01
M2200489,M2100196,E0143,M,2022-04-01
M2200490,M2100017,E0144,M,2022-04-03
M2200491,M2100017,E0144,M,2022-04-03
M2200492,M2100017,E0146,M,2022-04-03
W2200493,M2100017,E0146,F,2022-04-03
M2200494,M2100271,E0147,M,2022-04-23
W2200495,M2100080,E0148,F,2022-04-21
W2200496,M2100080,E0148,F,2022-04-21
M2200497,M2100196,E0149,M,2022-04-21
W2200498,M2100208,E0150,F,2022-04-01
M2200499,M2100208,E0150,M,2022-04-01
W2200500,M2100208,E0150,F,2022-04-01
W2200501,M2100129,E0151,F,2022-04-10
W2200502,M2100129,E0151,F,2022-04-10
W2200503,M2100129,E0151,F,2022-04-10
W2200504,M2100193,E0152,F,2022-04-23
W2200505,M2100193,E0152,F,2022-04-23
M2200506,M2100129,E0155,M,2022-04-04
W2200507,M2100208,E0156,F,2022-04-07
W2200508,M2100271,E0157,F,2022-04-26
M2200509,M2100199,E0158,M,2022-04-24
M2200510,M2100199,E0158,M,2022-04-24
W2200511,M2100129,E0159,F,2022-04-11
M2200512,M2100129,E0159,M,2022-04-11
M2200513,M2100286,E0160,M,2022-04-15
W2200514,M2100129,E0161,F,2022-04-03
M2200515,M2100129,E0161,M,2022-04-03
M2200516,M2100199,E0162,M,2022-04-09
M2200517,M2100196,E0163,M,2022-04-27
W2200518,M2100196,E0163,F,2022-04-27
W2200519,M2100199,E0164,F,2022-04-24
W2200520,M2100199,E0164,F,2022-04-24
M2200521,M2100271,E0165,M,2022-04-06
W2200522,M2100163,E0166,F,2022-04-07
M2200523,M2100129,E0167,M,2022-04-08
W2200524,M2100129,E0167,F,2022-04-08
M2200525,M2100208,E0168,M,2022-04-19
W2200526,M2100208,E0168,F,2022-04-19
W2200527,M2100129,E0169,F,2022-04-09
M2200528,M2100129,E0169,M,2022-04-09
M2200529,M2100080,E0170,M,2022-04-18
M2200530,M2100196,E0171,M,2022-04-14
W2200531,M2100163,E0172,F,2022-04-17
M2200532,M2100163,E0172,M,2022-04-17
W2200533,M2100271,E0173,F,2022-04-05
W2200534,M2100271,E0173,F,2022-04-05
W2200535,M2100286,E0174,F,2022-04-09
M2200536,M2100286,E0174,M,2022-04-09
M2200537,M2100286,E0176,M,2022-04-14
W2200538,M2100286,E0176,F,2022-04-14
W2200539,M2100271,E0177,F,2022-04-11
M2200540,M2100208,E0178,M,2022-04-15
W2200541,M2100208,E0178,F,2022-04-15
W2200542,M2100175,E0179,F,2022-04-03
M2200543,M2100193,E0180,M,2022-04-16
W2200544,M2100193,E0180,F,2022-04-16
M2200545,M2100175,E0181,M,2022-04-10
W2200546,M2100193,E0182,F,2022-04-02
W2200547,M2100193,E0182,F,2022-04-02
W2200548,M2100129,E0183,F,2022-04-24
W2200549,M2100196,E0185,F,2022-04-05
M2200550,M2100196,E0185,M,2022-04-05
W2200551,M2100208,E0186,F,2022-04-23
W2200552,M2100175,E0187,F,2022-04-11
W2200553,M2100175,E0187,F,2022-04-11
M2200554,M2100193,E0188,M,2022-04-13
W2200555,M2100193,E0188,F,2022-04-13
M2200556,M2100175,E0189,M,2022-04-05
M2200557,M2100017,E0190,M,2022-04-24
W2200558,M2100271,E0191,F,2022-04-06
W2200559,M2100286,E0192,F,2022-04-10
M2200560,M2100196,E0193,M,2022-04-21
W2200561,M2100196,E0193,F,2022-04-21
M2200562,M2100163,E0194,M,2022-04-15
W2200563,M2100163,E0194,F,2022-04-15
W2200564,M2100163,E0194,F,2022-04-15
M2200565,M2100271,E0195,M,2022-04-10
W2200566,M2100271,E0197,F,2022-04-08
W2200567,M2100271,E0197,F,2022-04-08
W2200568,M2100286,E0198,F,2022-04-02
W2200569,M2100196,E0199,F,2022-04-15
W2200570,M2100089,E0200,F,2022-04-09
M2200571,M2100208,W2100003,M,2022-04-08
W2200572,M2100089,W2100008,F,2022-04-18
M2200573,M2100163,W2100020,M,2022-04-16
W2200574,M2100163,W2100020,F,2022-04-16
M2200575,M2100271,W2100022,M,2022-04-19
W2200576,M2100271,W2100022,F,2022-04-19
M2200577,M2100286,W2100030,M,2022-04-14
M2200578,M2100286,W2100030,M,2022-04-14
W2200579,M2100286,W2100030,F,2022-04-14
M2200580,M2100196,W2100031,M,2022-04-23
W2200581,M2100271,W2100034,F,2022-04-01
W2200582,M2100271,W2100034,F,2022-04-01
M2200583,M2100196,W2100036,M,2022-04-15
M2200584,M2100208,W2100037,M,2022-04-09
W2200585,M2100175,W2100038,F,2022-04-22
W2200586,M2100175,W2100052,F,2022-04-11
M2200587,M2100175,W2100052,M,2022-04-11
M2200588,M2100208,W2100059,M,2022-04-09
W2200589,M2100286,W2100060,F,2022-04-01
W2200590,M2100286,W2100060,F,2022-04-01
M2200591,M2100163,W2100064,M,2022-04-16
M2200592,M2100163,W2100064,M,2022-04-16
M2200593,M2100193,W2100071,M,2022-04-11
W2200594,M2100089,W2100074,F,2022-04-19
W2200595,M2100271,W2100079,F,2022-04-13
M2200596,M2100271,W2100079,M,2022-04-13
M2200597,M2100271,W2100090,M,2022-04-10
W2200598,M2100163,W2100098,F,2022-04-16
M2200599,M2100080,W2100100,M,2022-04-11
W2200600,M2100080,W2100100,F,2022-04-11
W2200601,M2100196,W2100105,F,2022-04-24
W2200602,M2100129,W2100108,F,2022-04-07
W2200603,M2100175,W2100110,F,2022-04-11
M2200604,M2100286,W2100115,M,2022-04-24
W2200605,M2100196,W2100122,F,2022-04-05
W2200606,M2100080,W2100123,F,2022-04-17
W2200607,M2100163,W2100141,F,2022-04-07
M2200608,M2100196,W2100142,M,2022-04-22
W2200609,M2100196,W2100148,F,2022-04-18
W2200610,M2100193,W2100158,F,2022-04-08
M2200611,M2100193,W2100158,M,2022-04-08
M2200612,M2100208,W2100165,M,2022-04-16
M2200613,M2100208,W2100165,M,2022-04-16
W2200614,M2100129,W2100173,F,2022-04-07
M2200615,M2100017,W2100176,M,2022-04-13
M2200616,M2100017,W2100176,M,2022-04-13
M2200617,M2100208,W2100178,M,2022-04-02
M2200618,M2100208,W2100178,M,2022-04-02
M2200619,M2100208,W2100178,M,2022-04-02
W2200620,M2100271,W2100180,F,2022-04-06
W2200621,M2100199,W2100191,F,2022-04-19
M2200622,M2100175,W2100201,M,2022-04-01
M2200623,M2100175,W2100201,M,2022-04-01
W2200624,M2100163,W2100205,F,2022-04-07
W2200625,M2100163,W2100205,F,2022-04-07
W2200626,M2100193,W2100206,F,2022-04-20
W2200627,M2100193,W2100206,F,2022-04-20
M2200628,M2100196,W2100214,M,2022-04-28
W2200629,M2100196,W2100214,F,2022-04-28
W2200630,M2100017,W2100216,F,2022-04-08
W2200631,M2100175,W2100218,F,2022-04-07
M2200632,M2100175,W2100218,M,2022-04-07
W2200633,M2100080,W2100230,F,2022-04-01
W2200634,M2100080,W2100230,F,2022-04-01
W2200635,M2100271,W2100237,F,2022-04-24
W2200636,M2100271,W2100245,F,2022-04-19
W2200637,M2100271,W2100245,F,2022-04-19
M2200638,M2100271,W2100254,M,2022-04-24
M2200639,M2100271,W2100254,M,2022-04-24
W2200640,M2100193,W2100256,F,2022-04-20
M2200641,M2100175,W2100259,M,2022-04-07
W2200642,M2100129,W2100261,F,2022-04-19
M2200643,M2100129,W2100261,M,2022-04-19
M2200644,M2100193,W2100279,M,2022-04-23
W2200645,M2100193,W2100279,F,2022-04-23
M2200646,M2100163,W2100282,M,2022-04-27
W2300647,M2200405,E0001,F,2023-04-23
W2300648,M2200529,E0002,F,2023-04-28
W2300649,M2200529,E0002,F,2023-04-28
W2300650,M2200545,E0003,F,2023-04-06
M2300651,M2200545,E0003,M,2023-04-06
M2300652,M2200529,E0004,M,2023-04-20
W2300653,M2200529,E0004,F,2023-04-20
W2300654,M2200529,E0004,F,2023-04-20
M2300655,M2200371,E0006,M,2023-04-27
W2300656,M2200494,E0007,F,2023-04-01
M2300657,M2200301,E0008,M,2023-04-24
M2300658,M2200588,E0010,M,2023-04-19
W2300659,M2200588,E0010,F,2023-04-19
M2300660,M2200588,E0010,M,2023-04-19
W2300661,M2200545,E0011,F,2023-04-25
W2300662,M2200545,E0011,F,2023-04-25
M2300663,M2200588,E0012,M,2023-04-28
M2300664,M2200588,E0012,M,2023-04-28
W2300665,M2200571,E0014,F,2023-04-16
M2300666,M2200571,E0014,M,2023-04-16
W2300667,M2200371,E0016,F,2023-04-18
M2300668,M2200371,E0016,M,2023-04-18
W2300669,M2200494,E0019,F,2023-04-26
M2300670,M2200371,E0020,M,2023-04-16
M2300671,M2200371,E0020,M,2023-04-16
W2300672,M2200494,E0021,F,2023-04-04
W2300673,M2200319,E0022,F,2023-04-19
W2300674,M2200319,E0024,F,2023-04-18
M2300675,M2200319,E0024,M,2023-04-18
M2300676,M2200545,E0025,M,2023-04-14
M2300677,M2200529,E0026,M,2023-04-19
W2300678,M2200301,E0028,F,2023-04-20
W2300679,M2200319,E0030,F,2023-04-16
W2300680,M2200319,E0030,F,2023-04-16
M2300681,M2200381,E0031,M,2023-04-25
W2300682,M2200439,E0033,F,2023-04-04
M2300683,M2200319,E0036,M,2023-04-15
W2300684,M2200529,E0038,F,2023-04-28
W2300685,M2200381,E0039,F,2023-04-03
M2300686,M2200381,E0039,M,2023-04-03
M2300687,M2200392,E0041,M,2023-04-16
M2300688,M2200392,E0041,M,2023-04-16
W2300689,M2200371,E0042,F,2023-04-08
M2300690,M2200371,E0042,M,2023-04-08
M2300691,M2200371,E0042,M,2023-04-08
W2300692,M2200392,E0045,F,2023-04-17
W2300693,M2200392,E0045,F,2023-04-17
W2300694,M2200571,E0046,F,2023-04-02
M2300695,M2200439,E0047,M,2023-04-01
W2300696,M2200439,E0047,F,2023-04-01
W2300697,M2200301,E0048,F,2023-04-02
W2300698,M2200392,E0049,F,2023-04-01
W2300699,M2200392,E0049,F,2023-04-01
M2300700,M2200571,E0050,M,2023-04-08
M2300701,M2200571,E0050,M,2023-04-08
W2300702,M2200545,E0051,F,2023-04-28
M2300703,M2200529,E0052,M,2023-04-06
M2300704,M2200494,E0053,M,2023-04-24
W2300705,M2200494,E0053,F,2023-04-24
M2300706,M2200381,E0055,M,2023-04-15
M2300707,M2200381,E0055,M,2023-04-15
W2300708,M2200439,E0057,F,2023-04-26
M2300709,M2200319,E0058,M,2023-04-26
W2300710,M2200588,E0060,F,2023-04-17
M2300711,M2200588,E0060,M,2023-04-17
W2300712,M2200545,E0061,F,2023-04-08
M2300713,M2200545,E0061,M,2023-04-08
M2300714,M2200529,E0062,M,2023-04-03
M2300715,M2200529,E0062,M,2023-04-03
M2300716,M2200545,E0063,M,2023-04-24
M2300717,M2200545,E0063,M,2023-04-24
M2300718,M2200529,E0064,M,2023-04-24
M2300719,M2200545,E0065,M,2023-04-08
W2300720,M2200588,E0066,F,2023-04-17
M2300721,M2200439,E0067,M,2023-04-28
M2300722,M2200439,E0067,M,2023-04-28
W2300723,M2200381,E0069,F,2023-04-11
M2300724,M2200319,E0070,M,2023-04-17
W2300725,M2200545,E0073,F,2023-04-18
M2300726,M2200545,E0073,M,2023-04-18
M2300727,M2200545,E0073,M,2023-04-18
M2300728,M2200529,E0074,M,2023-04-27
M2300729,M2200529,E0074,M,2023-04-27
W2300730,M2200545,E0075,F,2023-04-17
M2300731,M2200545,E0075,M,2023-04-17
M2300732,M2200371,E0076,M,2023-04-08
M2300733,M2200371,E0076,M,2023-04-08
M2300734,M2200371,E0078,M,2023-04-21
M2300735,M2200381,E0079,M,2023-04-01
W2300736,M2200405,E0081,F,2023-04-10
M2300737,M2200545,E0083,M,2023-04-07
W2300738,M2200571,E0084,F,2023-04-13
W2300739,M2200494,E0085,F,2023-04-23
M2300740,M2200494,E0085,M,2023-04-23
W2300741,M2200545,E0087,F,2023-04-08
W2300742,M2200571,E0088,F,2023-04-01
M2300743,M2200571,E0088,M,2023-04-01
M2300744,M2200381,E0089,M,2023-04-15
M2300745,M2200381,E0089,M,2023-04-15
W2300746,M2200381,E0089,F,2023-04-15
M2300747,M2200381,E0091,M,2023-04-14
W2300748,M2200381,E0091,F,2023-04-14
W2300749,M2200571,E0092,F,2023-04-14
M2300750,M2200405,E0095,M,2023-04-22
W2300751,M2200405,E0095,F,2023-04-22
M2300752,M2200405,E0095,M,2023-04-22
W2300753,M2200301,E0096,F,2023-04-01
M2300754,M2200301,E0096,M,2023-04-01
M2300755,M2200588,E0098,M,2023-04-07
M2300756,M2200588,E0098,M,2023-04-07
M2300757,M2200588,E0100,M,2023-04-15
W2300758,M2200588,E0100,F,2023-04-15
M2300759,M2200381,E0101,M,2023-04-17
W2300760,M2200381,E0101,F,2023-04-17
M2300761,M2200319,E0102,M,2023-04-09
W2300762,M2200319,E0102,F,2023-04-09
M2300763,M2200439,E0103,M,2023-04-25
M2300764,M2200439,E0103,M,2023-04-25
W2300765,M2200301,E0104,F,2023-04-25
M2300766,M2200301,E0104,M,2023-04-25
M2300767,M2200392,E0105,M,2023-04-15
W2300768,M2200529,E0106,F,2023-04-12
M2300769,M2200529,E0106,M,2023-04-12
M2300770,M2200392,E0107,M,2023-04-15
M2300771,M2200392,E0109,M,2023-04-17
M2300772,M2200301,E0110,M,2023-04-01
M2300773,M2200494,E0111,M,2023-04-16
W2300774,M2200494,E0113,F,2023-04-06
M2300775,M2200371,E0114,M,2023-04-09
W2300776,M2200371,E0114,F,2023-04-09
M2300777,M2200392,E0115,M,2023-04-24
W2300778,M2200392,E0115,F,2023-04-24
W2300779,M2200392,E0115,F,2023-04-24
M2300780,M2200405,E0117,M,2023-04-23
M2300781,M2200405,E0117,M,2023-04-23
W2300782,M2200405,E0117,F,2023-04-23
W2300783,M2200588,E0118,F,2023-04-28
W2300784,M2200439,E0119,F,2023-04-05
M2300785,M2200439,E0119,M,2023-04-05
W2300786,M2200529,E0120,F,2023-04-03
M2300787,M2200529,E0120,M,2023-04-03
W2300788,M2200494,E0121,F,2023-04-17
W2300789,M2200494,E0121,F,2023-04-17
W2300790,M2200371,E0122,F,2023-04-20
W2300791,M2200571,E0124,F,2023-04-17
M2300792,M2200571,E0124,M,2023-04-17
W2300793,M2200494,E0125,F,2023-04-22
M2300794,M2200494,E0125,M,2023-04-22
W2300795,M2200529,E0126,F,2023-04-07
M2300796,M2200392,E0127,M,2023-04-17
M2300797,M2200392,E0127,M,2023-04-17
W2300798,M2200392,E0127,F,2023-04-17
W2300799,M2200571,E0128,F,2023-04-20
M2300800,M2200381,E0129,M,2023-04-19
W2300801,M2200529,E0132,F,2023-04-01
W2300802,M2200529,E0132,F,2023-04-01
M2300803,M2200545,E0133,M,2023-04-26
W2300804,M2200545,E0133,F,2023-04-26
M2300805,M2200588,E0134,M,2023-04-09
M2300806,M2200301,E0136,M,2023-04-24
W2300807,M2200301,E0136,F,2023-04-24
M2300808,M2200545,E0137,M,2023-04-18
M2300809,M2200545,E0137,M,2023-04-18
M2300810,M2200319,E0138,M,2023-04-18
W2300811,M2200319,E0138,F,2023-04-18
W2300812,M2200588,E0140,F,2023-04-26
W2300813,M2200588,E0140,F,2023-04-26
M2300814,M2200381,E0141,M,2023-04-08
M2300815,M2200381,E0141,M,2023-04-08
M2300816,M2200371,E0142,M,2023-04-05
W2300817,M2200545,E0143,F,2023-04-08
M2300818,M2200545,E0143,M,2023-04-08
M2300819,M2200319,E0144,M,2023-04-15
M2300820,M2200319,E0144,M,2023-04-15
M2300821,M2200319,E0144,M,2023-04-15
W2300822,M2200529,E0146,F,2023-04-06
M2300823,M2200529,E0146,M,2023-04-06
M2300824,M2200439,E0147,M,2023-04-11
W2300825,M2200571,E0148,F,2023-04-02
M2300826,M2200571,E0148,M,2023-04-02
M2300827,M2200392,E0149,M,2023-04-04
M2300828,M2200392,E0149,M,2023-04-04
W2300829,M2200392,E0149,F,2023-04-04
W2300830,M2200301,E0150,F,2023-04-10
W2300831,M2200301,E0150,F,2023-04-10
W2300832,M2200405,E0151,F,2023-04-16
M2300833,M2200381,E0155,M,2023-04-27
M2300834,M2200381,E0155,M,2023-04-27
M2300835,M2200588,E0156,M,2023-04-18
W2300836,M2200588,E0156,F,2023-04-18
W2300837,M2200371,E0158,F,2023-04-16
M2300838,M2200371,E0158,M,2023-04-16
W2300839,M2200405,E0159,F,2023-04-17
W2300840,M2200405,E0159,F,2023-04-17
W2300841,M2200405,E0159,F,2023-04-17
W2300842,M2200301,E0160,F,2023-04-15
W2300843,M2200301,E0160,F,2023-04-15
M2300844,M2200381,E0161,M,2023-04-16
M2300845,M2200545,E0163,M,2023-04-04
M2300846,M2200545,E0163,M,2023-04-04
M2300847,M2200529,E0164,M,2023-04-26
M2300848,M2200392,E0165,M,2023-04-21
M2300849,M2200392,E0165,M,2023-04-21
M2300850,M2200439,E0167,M,2023-04-14
M2300851,M2200439,E0167,M,2023-04-14
M2300852,M2200371,E0170,M,2023-04-24
M2300853,M2200371,E0170,M,2023-04-24
M2300854,M2200439,E0171,M,2023-04-02
M2300855,M2200439,E0171,M,2023-04-02
M2300856,M2200529,E0172,M,2023-04-21
M2300857,M2200529,E0172,M,2023-04-21
W2300858,M2200439,E0173,F,2023-04-22
M2300859,M2200439,E0173,M,2023-04-22
M2300860,M2200571,E0174,M,2023-04-06
M2300861,M2200571,E0174,M,2023-04-06
W2300862,M2200571,E0174,F,2023-04-06
M2300863,M2200494,E0177,M,2023-04-26
M2300864,M2200371,E0178,M,2023-04-11
M2300865,M2200392,E0179,M,2023-04-11
W2300866,M2200545,E0181,F,2023-04-23
W2300867,M2200371,E0182,F,2023-04-17
W2300868,M2200381,E0183,F,2023-04-16
W2300869,M2200381,E0183,F,2023-04-16
W2300870,M2200545,E0185,F,2023-04-09
M2300871,M2200545,E0185,M,2023-04-09
W2300872,M2200545,E0185,F,2023-04-09
M2300873,M2200529,E0186,M,2023-04-26
W2300874,M2200392,E0187,F,2023-04-28
W2300875,M2200301,E0188,F,2023-04-19
W2300876,M2200301,E0188,F,2023-04-19
W2300877,M2200439,E0189,F,2023-04-15
W2300878,M2200588,E0190,F,2023-04-13
W2300879,M2200588,E0190,F,2023-04-13
M2300880,M2200545,E0191,M,2023-04-24
M2300881,M2200529,E0192,M,2023-04-17
W2300882,M2200494,E0193,F,2023-04-14
M2300883,M2200529,E0194,M,2023-04-17
W2300884,M2200529,E0194,F,2023-04-17
M2300885,M2200545,E0197,M,2023-04-15
W2300886,M2200545,E0199,F,2023-04-19
M2300887,M2200545,E0199,M,2023-04-19
M2300888,M2200301,E0200,M,2023-04-12
M2300889,M2200371,W2100003,M,2023-04-20
M2300890,M2200319,W2100020,M,2023-04-22
M2300891,M2200319,W2100020,M,2023-04-22
M2300892,M2200439,W2100022,M,2023-04-01
W2300893,M2200439,W2100022,F,2023-04-01
W2300894,M2200439,W2100022,F,2023-04-01
W2300895,M2200529,W2100030,F,2023-04-08
W2300896,M2200529,W2100030,F,2023-04-08
M2300897,M2200545,W2100031,M,2023-04-19
M2300898,M2200392,W2100034,M,2023-04-09
W2300899,M2200392,W2100034,F,2023-04-09
M2300900,M2200381,W2100036,M,2023-04-03
W2300901,M2200381,W2100036,F,2023-04-03
M2300902,M2200381,W2100036,M,2023-04-03
W2300903,M2200301,W2100037,F,2023-04-05
W2300904,M2200381,W2100038,F,2023-04-09
M2300905,M2200381,W2100038,M,2023-04-09
W2300906,M2200571,W2100059,F,2023-04-22
M2300907,M2200371,W2100060,M,2023-04-13
M2300908,M2200301,W2100064,M,2023-04-02
W2300909,M2200301,W2100071,F,2023-04-19
M2300910,M2200301,W2100074,M,2023-04-16
W2300911,M2200494,W2100079,F,2023-04-22
M2300912,M2200494,W2100079,M,2023-04-22
W2300913,M2200545,W2100090,F,2023-04-11
M2300914,M2200545,W2100090,M,2023-04-11
M2300915,M2200319,W2100098,M,2023-04-09
M2300916,M2200319,W2100098,M,2023-04-09
M2300917,M2200588,W2100100,M,2023-04-27
M2300918,M2200588,W2100100,M,2023-04-27
W2300919,M2200392,W2100105,F,2023-04-09
M2300920,M2200439,W2100108,M,2023-04-24
M2300921,M2200381,W2100110,M,2023-04-13
W2300922,M2200381,W2100110,F,2023-04-13
W2300923,M2200588,W2100115,F,2023-04-26
M2300924,M2200545,W2100122,M,2023-04-28
W2300925,M2200545,W2100122,F,2023-04-28
W2300926,M2200371,W2100123,F,2023-04-08
W2300927,M2200371,W2100141,F,2023-04-17
W2300928,M2200494,W2100142,F,2023-04-05
M2300929,M2200494,W2100142,M,2023-04-05
W2300930,M2200545,W2100148,F,2023-04-10
W2300931,M2200319,W2100158,F,2023-04-17
M2300932,M2200371,W2100165,M,2023-04-06
W2300933,M2200381,W2100173,F,2023-04-18
M2300934,M2200381,W2100173,M,2023-04-18
M2300935,M2200319,W2100176,M,2023-04-14
W2300936,M2200319,W2100176,F,2023-04-14
W2300937,M2200319,W2100178,F,2023-04-26
M2300938,M2200588,W2100191,M,2023-04-21
M2300939,M2200588,W2100191,M,2023-04-21
M2300940,M2200494,W2100201,M,2023-04-15
W2300941,M2200494,W2100201,F,2023-04-15
M2300942,M2200588,W2100205,M,2023-04-19
W2300943,M2200571,W2100206,F,2023-04-18
M2300944,M2200405,W2100214,M,2023-04-20
M2300945,M2200405,W2100214,M,2023-04-20
M2300946,M2200405,W2100214,M,2023-04-20
M2300947,M2200529,W2100230,M,2023-04-03
M2300948,M2200529,W2100230,M,2023-04-03
W2300949,M2200494,W2100237,F,2023-04-01
W2300950,M2200494,W2100237,F,2023-04-01
W2300951,M2200392,W2100245,F,2023-04-08
M2300952,M2200392,W2100245,M,2023-04-08
M2300953,M2200381,W2100254,M,2023-04-07
M2300954,M2200571,W2100256,M,2023-04-08
M2300955,M2200439,W2100259,M,2023-04-05
W2300956,M2200405,W2100261,F,2023-04-06
W2300957,M2200405,W2100261,F,2023-04-06
M2300958,M2200405,W2100261,M,2023-04-06
M2300959,M2200371,W2100279,M,2023-04-13
M2300960,M2200371,W2100279,M,2023-04-13
M2300961,M2200371,W2100282,M,2023-04-03
W2300962,M2200301,W2200295,F,2023-04-28
M2300963,M2200381,W2200296,M,2023-04-23
M2300964,M2200301,W2200297,M,2023-04-07
W2300965,M2200301,W2200297,F,2023-04-07
M2300966,M2200529,W2200299,M,2023-04-22
W2300967,M2200405,W2200314,F,2023-04-12
M2300968,M2200439,W2200318,M,2023-04-25
W2300969,M2200439,W2200318,F,2023-04-25
W2300970,M2200571,W2200327,F,2023-04-06
M2300971,M2200571,W2200327,M,2023-04-06
W2300972,M2200571,W2200327,F,2023-04-06
W2300973,M2200494,W2200329,F,2023-04-12
W2300974,M2200494,W2200329,F,2023-04-12
M2300975,M2200319,W2200331,M,2023-04-24
W2300976,M2200319,W2200338,F,2023-04-24
M2300977,M2200319,W2200343,M,2023-04-24
W2300978,M2200319,W2200343,F,2023-04-24
M2300979,M2200381,W2200346,M,2023-04-14
W2300980,M2200319,W2200349,F,2023-04-03
M2300981,M2200319,W2200349,M,2023-04-03
W2300982,M2200494,W2200353,F,2023-04-09
M2300983,M2200494,W2200353,M,2023-04-09
W2300984,M2200319,W2200362,F,2023-04-04
W2300985,M2200381,W2200369,F,2023-04-02
W2300986,M2200319,W2200375,F,2023-04-03
W2300987,M2200319,W2200375,F,2023-04-03
M2300988,M2200371,W2200385,M,2023-04-08
M2300989,M2200371,W2200385,M,2023-04-08
M2300990,M2200371,W2200385,M,2023-04-08
W2300991,M2200301,W2200388,F,2023-04-12
M2300992,M2200571,W2200395,M,2023-04-18
W2300993,M2200319,W2200397,F,2023-04-16
M2300994,M2200301,W2200400,M,2023-04-12
W2300995,M2200319,W2200402,F,2023-04-27
M2300996,M2200439,W2200406,M,2023-04-05
W2300997,M2200439,W2200406,F,2023-04-05
W2300998,M2200439,W2200410,F,2023-04-27
W2300999,M2200439,W2200410,F,2023-04-27
W2301000,M2200392,W2200411,F,2023-04-07
M2301001,M2200588,W2200413,M,2023-04-07
W2301002,M2200588,W2200413,F,2023-04-07
M2301003,M2200494,W2200415,M,2023-04-25
M2301004,M2200494,W2200415,M,2023-04-25
M2301005,M2200571,W2200425,M,2023-04-13
W2301006,M2200571,W2200433,F,2023-04-21
M2301007,M2200439,W2200437,M,2023-04-19
M2301008,M2200439,W2200437,M,2023-04-19
M2301009,M2200529,W2200438,M,2023-04-25
M2301010,M2200405,W2200440,M,2023-04-16
W2301011,M2200494,W2200442,F,2023-04-05
W2301012,M2200494,W2200448,F,2023-04-04
M2301013,M2200494,W2200448,M,2023-04-04
M2301014,M2200392,W2200450,M,2023-04-18
W2301015,M2200392,W2200450,F,2023-04-18
M2301016,M2200301,W2200451,M,2023-04-12
M2301017,M2200371,W2200458,M,2023-04-15
M2301018,M2200371,W2200458,M,2023-04-15
W2301019,M2200571,W2200469,F,2023-04-28
M2301020,M2200371,W2200496,M,2023-04-27
M2301021,M2200371,W2200496,M,2023-04-27
W2301022,M2200405,W2200502,F,2023-04-22
M2301023,M2200588,W2200507,M,2023-04-22
M2301024,M2200439,W2200511,M,2023-04-27
W2301025,M2200371,W2200519,F,2023-04-24
M2301026,M2200371,W2200519,M,2023-04-24
W2301027,M2200371,W2200520,F,2023-04-13
W2301028,M2200371,W2200520,F,2023-04-13
M2301029,M2200301,W2200526,M,2023-04-20
W2301030,M2200301,W2200526,F,2023-04-20
W2301031,M2200319,W2200538,F,2023-04-16
M2301032,M2200301,W2200544,M,2023-04-12
M2301033,M2200301,W2200547,M,2023-04-18
M2301034,M2200301,W2200547,M,2023-04-18
M2301035,M2200494,W2200549,M,2023-04-27
M2301036,M2200494,W2200549,M,2023-04-27
M2301037,M2200381,W2200561,M,2023-04-17
W2301038,M2200381,W2200561,F,2023-04-17
M2301039,M2200571,W2200564,M,2023-04-01
W2301040,M2200588,W2200568,F,2023-04-15
W2301041,M2200405,W2200569,F,2023-04-11
M2301042,M2200405,W2200569,M,2023-04-11
W2301043,M2200319,W2200570,F,2023-04-21
M2301044,M2200371,W2200574,M,2023-04-16
M2301045,M2200319,W2200579,M,2023-04-15
W2301046,M2200494,W2200595,F,2023-04-16
W2301047,M2200405,W2200603,F,2023-04-07
M2301048,M2200405,W2200603,M,2023-04-07
M2301049,M2200439,W2200605,M,2023-04-25
M2301050,M2200439,W2200605,M,2023-04-25
M2301051,M2200588,W2200610,M,2023-04-07
W2301052,M2200529,W2200640,F,2023-04-26
W2401053,M2300773,E0001,F,2024-04-01
W2401054,M2300724,E0002,F,2024-04-10
M2401055,M2300773,E0003,M,2024-04-26
M2401056,M2300907,E0004,M,2024-04-05
M2401057,M2300907,E0004,M,2024-04-05
M2401058,M2300805,E0006,M,2024-04-25
W2401059,M2300805,E0006,F,2024-04-25
M2401060,M2300805,E0008,M,2024-04-02
