record_id,id,year,parity,flock,nlb
L2023-W2200343,W2200343,2023,1,F2,2
L2023-W2200346,W2200346,2023,1,F1,1
L2023-W2200349,W2200349,2023,1,F2,2
L2023-W2200353,W2200353,2023,1,F1,2
L2023-W2200362,W2200362,2023,1,F2,1
L2023-W2200369,W2200369,2023,1,F1,1
L2023-W2200375,W2200375,2023,1,F2,2
L2023-W2200385,W2200385,2023,1,F2,3
L2023-W2200388,W2200388,2023,1,F2,1
L2023-W2200395,W2200395,2023,1,F2,1
L2023-W2200397,W2200397,2023,1,F2,1
L2023-W2200400,W2200400,2023,1,F2,1
L2023-W2200402,W2200402,2023,1,F2,1
L2023-W2200406,W2200406,2023,1,F1,2
L2023-W2200410,W2200410,2023,1,F1,2
L2023-W2200411,W2200411,2023,1,F1,1
L2023-W2200413,W2200413,2023,1,F2,2
L2023-W2200415,W2200415,2023,1,F1,2
L2023-W2200425,W2200425,2023,1,F2,1
L2023-W2200433,W2200433,2023,1,F2,1
L2023-W2200437,W2200437,2023,1,F1,2
L2023-W2200438,W2200438,2023,1,F2,1
L2023-W2200440,W2200440,2023,1,F1,1
L2023-W2200442,W2200442,2023,1,F1,1
L2023-W2200448,W2200448,2023,1,F1,2
L2023-W2200450,W2200450,2023,1,F1,2
L2023-W2200451,W2200451,2023,1,F2,1
L2023-W2200458,W2200458,2023,1,F2,2
L2023-W2200469,W2200469,2023,1,F2,1
L2023-W2200496,W2200496,2023,1,F2,2
L2023-W2200502,W2200502,2023,1,F1,1
L2023-W2200507,W2200507,2023,1,F2,1
L2023-W2200511,W2200511,2023,1,F1,1
L2023-W2200519,W2200519,2023,1,F2,2
L2023-W2200520,W2200520,2023,1,F2,2
L2023-W2200526,W2200526,2023,1,F2,2
L2023-W2200538,W2200538,2023,1,F2,1
L2023-W2200544,W2200544,2023,1,F2,1
L2023-W2200547,W2200547,2023,1,F2,2
L2023-W2200549,W2200549,2023,1,F1,2
L2023-W2200561,W2200561,2023,1,F1,2
L2023-W2200564,W2200564,2023,1,F2,1
L2023-W2200568,W2200568,2023,1,F2,1
L2023-W2200569,W2200569,2023,1,F1,2
L2023-W2200570,W2200570,2023,1,F2,1
L2023-W2200574,W2200574,2023,1,F2,1
L2023-W2200579,W2200579,2023,1,F2,1
L2023-W2200595,W2200595,2023,1,F1,1
L2023-W2200603,W2200603,2023,1,F1,2
L2023-W2200605,W2200605,2023,1,F1,2
L2023-W2200610,W2200610,2023,1,F2,1
L2023-W2200640,W2200640,2023,1,F2,1
L2024-E0001,E0001,2024,4,F1,1
L2024-E0002,E0002,2024,4,F2,1
L2024-E0003,E0003,2024,4,F1,1
L2024-E0004,E0004,2024,4,F2,2
L2024-E0006,E0006,2024,4,F2,2
L2024-E0008,E0008,2024,4,F2,1
L2024-E0010,E0010,2024,4,F2,2
L2024-E0014,E0014,2024,4,F2,1
L2024-E0016,E0016,2024,4,F2,1
L2024-E0021,E0021,2024,4,F1,1
L2024-E0022,E0022,2024,4,F2,1
L2024-E0024,E0024,2024,4,F2,2
L2024-E0025,E0025,2024,4,F1,1
L2024-E0026,E0026,2024,4,F2,1
L2024-E0028,E0028,2024,4,F2,1
L2024-E0030,E0030,2024,4,F2,3
L2024-E0036,E0036,2024,4,F2,1
L2024-E0038,E0038,2024,4,F2,1
L2024-E0041,E0041,2024,4,F1,1
L2024-E0042,E0042,2024,4,F2,2
L2024-E0045,E0045,2024,4,F1,2
L2024-E0046,E0046,2024,4,F2,1
L2024-E0047,E0047,2024,4,F1,1
L2024-E0048,E0048,2024,4,F2,1
L2024-E0050,E0050,2024,4,F2,1
L2024-E0051,E0051,2024,4,F1,1
L2024-E0053,E0053,2024,4,F1,1
L2024-E0055,E0055,2024,4,F1,1
L2024-E0057,E0057,2024,4,F1,2
L2024-E0058,E0058,2024,4,F2,1
L2024-E0060,E0060,2024,4,F2,3
L2024-E0061,E0061,2024,4,F1,2
L2024-E0062,E0062,2024,4,F2,2
L2024-E0063,E0063,2024,4,F1,2
L2024-E0065,E0065,2024,4,F1,2
L2024-E0066,E0066,2024,4,F2,2
L2024-E0067,E0067,2024,4,F1,2
L2024-E0069,E0069,2024,4,F1,2
L2024-E0070,E0070,2024,4,F2,2
L2024-E0073,E0073,2024,4,F1,2
L2024-E0074,E0074,2024,4,F2,2
L2024-E0075,E0075,2024,4,F1,2
L2024-E0076,E0076,2024,4,F2,2
L2024-E0078,E0078,2024,4,F2,2
L2024-E0081,E0081,2024,4,F1,2
L2024-E0084,E0084,2024,4,F2,3
L2024-E0085,E0085,2024,4,F1,2
L2024-E0087,E0087,2024,4,F1,1
L2024-E0088,E0088,2024,4,F2,2
L2024-E0089,E0089,2024,4,F1,1
L2024-E0091,E0091,2024,4,F1,1
L2024-E0092,E0092,2024,4,F2,1
L2024-E0095,E0095,2024,4,F1,2
L2024-E0096,E0096,2024,4,F2,1
L2024-E0098,E0098,2024,4,F2,1
L2024-E0100,E0100,2024,4,F2,2
L2024-E0101,E0101,2024,4,F1,2
L2024-E0102,E0102,2024,4,F2,1
L2024-E0104,E0104,2024,4,F2,1
L2024-E0105,E0105,2024,4,F1,1
L2024-E0106,E0106,2024,4,F2,1
L2024-E0107,E0107,2024,4,F1,1
L2024-E0109,E0109,2024,4,F1,2
L2024-E0110,E0110,2024,4,F2,2
L2024-E0113,E0113,2024,4,F1,1
L2024-E0114,E0114,2024,4,F2,2
L2024-E0117,E0117,2024,4,F1,2
L2024-E0118,E0118,2024,4,F2,2
L2024-E0119,E0119,2024,4,F1,1
L2024-E0120,E0120,2024,4,F2,1
L2024-E0121,E0121,2024,4,F1,2
L2024-E0122,E0122,2024,4,F2,1
L2024-E0124,E0124,2024,4,F2,2
L2024-E0125,E0125,2024,4,F1,3
L2024-E0126,E0126,2024,4,F2,2
L2024-E0127,E0127,2024,4,F1,3
L2024-E0129,E0129,2024,4,F1,1
L2024-E0132,E0132,2024,4,F2,1
L2024-E0133,E0133,2024,4,F1,2
L2024-E0140,E0140,2024,4,F2,2
L2024-E0141,E0141,2024,4,F1,2
L2024-E0142,E0142,2024,4,F2,2
L2024-E0143,E0143,2024,4,F1,1
L2024-E0146,E0146,2024,4,F2,1
L2024-E0147,E0147,2024,4,F1,1
L2024-E0148,E0148,2024,4,F2,2
L2024-E0149,E0149,2024,4,F1,1
L2024-E0150,E0150,2024,4,F2,2
L2024-E0151,E0151,2024,4,F1,2
L2024-E0155,E0155,2024,4,F1,2
L2024-E0156,E0156,2024,4,F2,1
L2024-E0158,E0158,2024,4,F2,2
L2024-E0159,E0159,2024,4,F1,1
L2024-E0163,E0163,2024,4,F1,2
L2024-E0164,E0164,2024,4,F2,2
L2024-E0165,E0165,2024,4,F1,2
L2024-E0167,E0167,2024,4,F1,2
L2024-E0170,E0170,2024,4,F2,2
L2024-E0171,E0171,2024,4,F1,1
L2024-E0172,E0172,2024,4,F2,2
L2024-E0174,E0174,2024,4,F2,1
L2024-E0177,E0177,2024,4,F1,2
L2024-E0178,E0178,2024,4,F2,1
L2024-E0179,E0179,2024,4,F1,1
L2024-E0181,E0181,2024,4,F1,1
L2024-E0182,E0182,2024,4,F2,1
L2024-E0183,E0183,2024,4,F1,1
L2024-E0185,E0185,2024,4,F1,2
L2024-E0186,E0186,2024,4,F2,2
L2024-E0187,E0187,2024,4,F1,1
L2024-E0188,E0188,2024,4,F2,2
L2024-E0189,E0189,2024,4,F1,2
L2024-E0190,E0190,2024,4,F2,1
L2024-E0191,E0191,2024,4,F1,1
L2024-E0193,E0193,2024,4,F1,1
L2024-E0194,E0194,2024,4,F2,2
L2024-E0197,E0197,2024,4,F1,2
L2024-E0199,E0199,2024,4,F1,3
L2024-E0200,E0200,2024,4,F2,1
L2024-W2100003,W2100003,2024,3,F2,1
L2024-W2100022,W2100022,2024,3,F1,1
L2024-W2100030,W2100030,2024,3,F2,2
L2024-W2100031,W2100031,2024,3,F1,2
L2024-W2100034,W2100034,2024,3,F1,2
L2024-W2100036,W2100036,2024,3,F1,1
L2024-W2100038,W2100038,2024,3,F1,3
L2024-W2100059,W2100059,2024,3,F2,1
L2024-W2100060,W2100060,2024,3,F2,2
L2024-W2100064,W2100064,2024,3,F2,2
L2024-W2100071,W2100071,2024,3,F2,1
L2024-W2100074,W2100074,2024,3,F2,1
L2024-W2100079,W2100079,2024,3,F1,2
L2024-W2100090,W2100090,2024,3,F1,1
L2024-W2100100,W2100100,2024,3,F2,2
L2024-W2100105,W2100105,2024,3,F1,1
L2024-W2100110,W2100110,2024,3,F1,2
L2024-W2100115,W2100115,2024,3,F2,2
L2024-W2100122,W2100122,2024,3,F1,2
L2024-W2100123,W2100123,2024,3,F2,1
L2024-W2100141,W2100141,2024,3,F2,2
L2024-W2100148,W2100148,2024,3,F1,2
L2024-W2100165,W2100165,2024,3,F2,1
L2024-W2100173,W2100173,2024,3,F1,3
L2024-W2100178,W2100178,2024,3,F2,1
L2024-W2100201,W2100201,2024,3,F1,2
L2024-W2100205,W2100205,2024,3,F2,1
L2024-W2100214,W2100214,2024,3,F1,2
L2024-W2100230,W2100230,2024,3,F2,2
L2024-W2100237,W2100237,2024,3,F1,1
L2024-W2100245,W2100245,2024,3,F1,1
L2024-W2100254,W2100254,2024,3,F1,1
L2024-W2100256,W2100256,2024,3,F2,2
L2024-W2100279,W2100279,2024,3,F2,3
L2024-W2200295,W2200295,2024,2,F2,1
L2024-W2200296,W2200296,2024,2,F1,2
L2024-W2200297,W2200297,2024,2,F2,2
L2024-W2200299,W2200299,2024,2,F2,2
L2024-W2200314,W2200314,2024,2,F1,2
L2024-W2200318,W2200318,2024,2,F1,2
L2024-W2200327,W2200327,2024,2,F2,2
L2024-W2200329,W2200329,2024,2,F1,2
L2024-W2200331,W2200331,2024,2,F2,1
L2024-W2200338,W2200338,2024,2,F2,1
L2024-W2200343,W2200343,2024,2,F2,1
L2024-W2200346,W2200346,2024,2,F1,1
L2024-W2200349,W2200349,2024,2,F2,1
L2024-W2200353,W2200353,2024,2,F1,1
L2024-W2200362,W2200362,2024,2,F2,1
L2024-W2200369,W2200369,2024,2,F1,2
L2024-W2200375,W2200375,2024,2,F2,2
L2024-W2200388,W2200388,2024,2,F2,2
L2024-W2200395,W2200395,2024,2,F2,1
L2024-W2200397,W2200397,2024,2,F2,3
L2024-W2200400,W2200400,2024,2,F2,1
L2024-W2200402,W2200402,2024,2,F2,1
L2024-W2200406,W2200406,2024,2,F1,2
L2024-W2200410,W2200410,2024,2,F1,2
L2024-W2200411,W2200411,2024,2,F1,2
L2024-W2200413,W2200413,2024,2,F2,1
L2024-W2200415,W2200415,2024,2,F1,2
L2024-W2200425,W2200425,2024,2,F2,2
L2024-W2200433,W2200433,2024,2,F2,1
L2024-W2200437,W2200437,2024,2,F1,1
L2024-W2200438,W2200438,2024,2,F2,2
L2024-W2200440,W2200440,2024,2,F1,1
L2024-W2200442,W2200442,2024,2,F1,1
L2024-W2200448,W2200448,2024,2,F1,2
L2024-W2200450,W2200450,2024,2,F1,1
L2024-W2200451,W2200451,2024,2,F2,1
L2024-W2200458,W2200458,2024,2,F2,1
L2024-W2200469,W2200469,2024,2,F2,1
L2024-W2200496,W2200496,2024,2,F2,2
L2024-W2200502,W2200502,2024,2,F1,1
L2024-W2200511,W2200511,2024,2,F1,2
L2024-W2200520,W2200520,2024,2,F2,1
L2024-W2200526,W2200526,2024,2,F2,2
L2024-W2200538,W2200538,2024,2,F2,2
L2024-W2200544,W2200544,2024,2,F2,2
L2024-W2200549,W2200549,2024,2,F1,2
L2024-W2200561,W2200561,2024,2,F1,2
L2024-W2200568,W2200568,2024,2,F2,1
L2024-W2200569,W2200569,2024,2,F1,2
L2024-W2200574,W2200574,2024,2,F2,3
L2024-W2200579,W2200579,2024,2,F2,2
L2024-W2200595,W2200595,2024,2,F1,2
L2024-W2200605,W2200605,2024,2,F1,2
L2024-W2200640,W2200640,2024,2,F2,2
L2024-W2300649,W2300649,2024,1,F2,1
L2024-W2300661,W2300661,2024,1,F1,1
L2024-W2300673,W2300673,2024,1,F2,2
L2024-W2300674,W2300674,2024,1,F2,2
L2024-W2300679,W2300679,2024,1,F2,1
L2024-W2300682,W2300682,2024,1,F1,1
L2024-W2300684,W2300684,2024,1,F2,1
L2024-W2300685,W2300685,2024,1,F1,2
L2024-W2300705,W2300705,2024,1,F1,2
L2024-W2300738,W2300738,2024,1,F2,1
L2024-W2300739,W2300739,2024,1,F1,1
L2024-W2300741,W2300741,2024,1,F1,2
L2024-W2300742,W2300742,2024,1,F2,2
L2024-W2300748,W2300748,2024,1,F1,1
L2024-W2300749,W2300749,2024,1,F2,3
L2024-W2300751,W2300751,2024,1,F1,1
L2024-W2300765,W2300765,2024,1,F2,2
L2024-W2300776,W2300776,2024,1,F2,2
L2024-W2300778,W2300778,2024,1,F1,1
L2024-W2300786,W2300786,2024,1,F2,2
L2024-W2300788,W2300788,2024,1,F1,2
L2024-W2300790,W2300790,2024,1,F2,1
L2024-W2300791,W2300791,2024,1,F2,1
L2024-W2300801,W2300801,2024,1,F2,1
L2024-W2300802,W2300802,2024,1,F2,1
L2024-W2300807,W2300807,2024,1,F2,2
L2024-W2300813,W2300813,2024,1,F2,2
L2024-W2300830,W2300830,2024,1,F2,3
L2024-W2300831,W2300831,2024,1,F2,2
L2024-W2300843,W2300843,2024,1,F2,3
L2024-W2300858,W2300858,2024,1,F1,2
L2024-W2300872,W2300872,2024,1,F1,1
L2024-W2300874,W2300874,2024,1,F1,2
L2024-W2300884,W2300884,2024,1,F2,2
L2024-W2300886,W2300886,2024,1,F1,3
L2024-W2300894,W2300894,2024,1,F1,2
L2024-W2300895,W2300895,2024,1,F2,2
L2024-W2300896,W2300896,2024,1,F2,1
L2024-W2300901,W2300901,2024,1,F1,1
L2024-W2300909,W2300909,2024,1,F2,2
L2024-W2300913,W2300913,2024,1,F1,2
L2024-W2300919,W2300919,2024,1,F1,1
L2024-W2300923,W2300923,2024,1,F2,2
L2024-W2300926,W2300926,2024,1,F2,2
L2024-W2300930,W2300930,2024,1,F1,1
L2024-W2300931,W2300931,2024,1,F2,1
L2024-W2300933,W2300933,2024,1,F1,3
L2024-W2300937,W2300937,2024,1,F2,1
L2024-W2300956,W2300956,2024,1,F1,1
L2024-W2300965,W2300965,2024,1,F2,2
L2024-W2300976,W2300976,2024,1,F2,1
L2024-W2300980,W2300980,2024,1,F2,1
L2024-W2300985,W2300985,2024,1,F1,2
L2024-W2300987,W2300987,2024,1,F2,2
L2024-W2300993,W2300993,2024,1,F2,3
L2024-W2300998,W2300998,2024,1,F1,1
L2024-W2300999,W2300999,2024,1,F1,1
L2024-W2301002,W2301002,2024,1,F2,1
L2024-W2301011,W2301011,2024,1,F1,1
L2024-W2301012,W2301012,2024,1,F1,1
L2024-W2301015,W2301015,2024,1,F1,2
L2024-W2301022,W2301022,2024,1,F1,2
L2024-W2301027,W2301027,2024,1,F2,1
L2024-W2301028,W2301028,2024,1,F2,2
L2024-W2301030,W2301030,2024,1,F2,1
L2024-W2301041,W2301041,2024,1,F1,3
L2024-W2301043,W2301043,2024,1,F2,1
L2024-W2301046,W2301046,2024,1,F1,1
L2024-W2301052,W2301052,2024,1,F2,1
L2025-E0002,E0002,2025,4,F2,2
L2025-E0004,E0004,2025,4,F2,2
L2025-E0010,E0010,2025,4,F2,2
L2025-E0014,E0014,2025,4,F2,1
L2025-E0016,E0016,2025,4,F2,1
L2025-E0022,E0022,2025,4,F2,1
L2025-E0024,E0024,2025,4,F2,1
L2025-E0026,E0026,2025,4,F2,2
L2025-E0028,E0028,2025,4,F2,1
L2025-E0030,E0030,2025,4,F2,1
L2025-E0036,E0036,2025,4,F2,1
L2025-E0042,E0042,2025,4,F2,3
L2025-E0048,E0048,2025,4,F2,1
L2025-E0050,E0050,2025,4,F2,2
L2025-E0062,E0062,2025,4,F2,2
L2025-E0066,E0066,2025,4,F2,2
L2025-E0070,E0070,2025,4,F2,1
L2025-E0074,E0074,2025,4,F2,1
L2025-E0078,E0078,2025,4,F2,2
L2025-E0084,E0084,2025,4,F2,2
L2025-E0088,E0088,2025,4,F2,2
L2025-E0092,E0092,2025,4,F2,2
L2025-E0096,E0096,2025,4,F2,1
L2025-E0098,E0098,2025,4,F2,1
L2025-E0100,E0100,2025,4,F2,1
L2025-E0102,E0102,2025,4,F2,1
L2025-E0104,E0104,2025,4,F2,2
L2025-E0106,E0106,2025,4,F2,1
L2025-E0110,E0110,2025,4,F2,1
L2025-E0114,E0114,2025,4,F2,2
L2025-E0118,E0118,2025,4,F2,1
L2025-E0120,E0120,2025,4,F2,2
L2025-E0122,E0122,2025,4,F2,1
L2025-E0124,E0124,2025,4,F2,1
L2025-E0126,E0126,2025,4,F2,2
L2025-E0132,E0132,2025,4,F2,1
L2025-E0142,E0142,2025,4,F2,2
L2025-E0146,E0146,2025,4,F2,1
L2025-E0148,E0148,2025,4,F2,1
L2025-E0156,E0156,2025,4,F2,1
L2025-E0158,E0158,2025,4,F2,2
L2025-E0164,E0164,2025,4,F2,2
L2025-E0170,E0170,2025,4,F2,3
L2025-E0172,E0172,2025,4,F2,1
L2025-E0174,E0174,2025,4,F2,2
L2025-E0178,E0178,2025,4,F2,2
L2025-E0182,E0182,2025,4,F2,1
L2025-E0186,E0186,2025,4,F2,1
L2025-E0188,E0188,2025,4,F2,2
L2025-E0190,E0190,2025,4,F2,2
L2025-E0194,E0194,2025,4,F2,2
L2025-E0200,E0200,2025,4,F2,2
L2025-W2100003,W2100003,2025,4,F2,1
L2025-W2100022,W2100022,2025,4,F1,1
L2025-W2100030,W2100030,2025,4,F2,3
L2025-W2100031,W2100031,2025,4,F1,2
L2025-W2100034,W2100034,2025,4,F1,2
L2025-W2100036,W2100036,2025,4,F1,2
L2025-W2100038,W2100038,2025,4,F1,1
L2025-W2100059,W2100059,2025,4,F2,2
L2025-W2100064,W2100064,2025,4,F2,2
L2025-W2100071,W2100071,2025,4,F2,2
L2025-W2100074,W2100074,2025,4,F2,1
L2025-W2100079,W2100079,2025,4,F1,1
L2025-W2100090,W2100090,2025,4,F1,1
L2025-W2100100,W2100100,2025,4,F2,1
L2025-W2100105,W2100105,2025,4,F1,1
L2025-W2100110,W2100110,2025,4,F1,1
L2025-W2100115,W2100115,2025,4,F2,1
L2025-W2100122,W2100122,2025,4,F1,2
L2025-W2100141,W2100141,2025,4,F2,1
L2025-W2100148,W2100148,2025,4,F1,2
L2025-W2100165,W2100165,2025,4,F2,2
L2025-W2100173,W2100173,2025,4,F1,1
L2025-W2100178,W2100178,2025,4,F2,1
L2025-W2100201,W2100201,2025,4,F1,2
L2025-W2100205,W2100205,2025,4,F2,2
L2025-W2100214,W2100214,2025,4,F1,3
L2025-W2100230,W2100230,2025,4,F2,1
L2025-W2100237,W2100237,2025,4,F1,2
L2025-W2100256,W2100256,2025,4,F2,2
L2025-W2100279,W2100279,2025,4,F2,1
L2025-W2200295,W2200295,2025,3,F2,3
L2025-W2200296,W2200296,2025,3,F1,1
L2025-W2200297,W2200297,2025,3,F2,1
L2025-W2200299,W2200299,2025,3,F2,2
L2025-W2200314,W2200314,2025,3,F1,1
L2025-W2200327,W2200327,2025,3,F2,1
L2025-W2200329,W2200329,2025,3,F1,2
L2025-W2200346,W2200346,2025,3,F1,3
L2025-W2200349,W2200349,2025,3,F2,2
L2025-W2200353,W2200353,2025,3,F1,1
L2025-W2200362,W2200362,2025,3,F2,2
L2025-W2200369,W2200369,2025,3,F1,2
L2025-W2200375,W2200375,2025,3,F2,1
L2025-W2200388,W2200388,2025,3,F2,1
L2025-W2200395,W2200395,2025,3,F2,1
L2025-W2200397,W2200397,2025,3,F2,1
L2025-W2200400,W2200400,2025,3,F2,1
L2025-W2200402,W2200402,2025,3,F2,1
L2025-W2200406,W2200406,2025,3,F1,1
L2025-W2200410,W2200410,2025,3,F1,2
L2025-W2200411,W2200411,2025,3,F1,2
L2025-W2200413,W2200413,2025,3,F2,2
L2025-W2200415,W2200415,2025,3,F1,2
L2025-W2200425,W2200425,2025,3,F2,1
L2025-W2200437,W2200437,2025,3,F1,1
L2025-W2200438,W2200438,2025,3,F2,1
L2025-W2200440,W2200440,2025,3,F1,2
L2025-W2200448,W2200448,2025,3,F1,1
L2025-W2200451,W2200451,2025,3,F2,2
L2025-W2200458,W2200458,2025,3,F2,2
L2025-W2200469,W2200469,2025,3,F2,1
L2025-W2200496,W2200496,2025,3,F2,1
L2025-W2200502,W2200502,2025,3,F1,1
L2025-W2200511,W2200511,2025,3,F1,3
L2025-W2200520,W2200520,2025,3,F2,2
L2025-W2200526,W2200526,2025,3,F2,2
L2025-W2200538,W2200538,2025,3,F2,1
L2025-W2200544,W2200544,2025,3,F2,2
L2025-W2200549,W2200549,2025,3,F1,3
L2025-W2200561,W2200561,2025,3,F1,2
L2025-W2200568,W2200568,2025,3,F2,1
L2025-W2200569,W2200569,2025,3,F1,3
L2025-W2200574,W2200574,2025,3,F2,1
L2025-W2200579,W2200579,2025,3,F2,2
L2025-W2200595,W2200595,2025,3,F1,1
L2025-W2200605,W2200605,2025,3,F1,2
L2025-W2200640,W2200640,2025,3,F2,2
L2025-W2300661,W2300661,2025,2,F1,3
L2025-W2300674,W2300674,2025,2,F2,1
L2025-W2300679,W2300679,2025,2,F2,2
L2025-W2300682,W2300682,2025,2,F1,1
L2025-W2300684,W2300684,2025,2,F2,1
L2025-W2300705,W2300705,2025,2,F1,1
L2025-W2300738,W2300738,2025,2,F2,1
L2025-W2300739,W2300739,2025,2,F1,3
L2025-W2300741,W2300741,2025,2,F1,2
L2025-W2300742,W2300742,2025,2,F2,2
L2025-W2300749,W2300749,2025,2,F2,1
L2025-W2300765,W2300765,2025,2,F2,3
L2025-W2300778,W2300778,2025,2,F1,2
L2025-W2300786,W2300786,2025,2,F2,1
L2025-W2300788,W2300788,2025,2,F1,3
L2025-W2300790,W2300790,2025,2,F2,1
L2025-W2300791,W2300791,2025,2,F2,2
L2025-W2300801,W2300801,2025,2,F2,1
L2025-W2300802,W2300802,2025,2,F2,1
L2025-W2300807,W2300807,2025,2,F2,2
L2025-W2300813,W2300813,2025,2,F2,2
L2025-W2300830,W2300830,2025,2,F2,3
L2025-W2300831,W2300831,2025,2,F2,3
L2025-W2300843,W2300843,2025,2,F2,1
L2025-W2300858,W2300858,2025,2,F1,2
L2025-W2300872,W2300872,2025,2,F1,1
L2025-W2300874,W2300874,2025,2,F1,2
L2025-W2300886,W2300886,2025,2,F1,1
L2025-W2300894,W2300894,2025,2,F1,2
L2025-W2300895,W2300895,2025,2,F2,2
L2025-W2300896,W2300896,2025,2,F2,1
L2025-W2300901,W2300901,2025,2,F1,1
L2025-W2300919,W2300919,2025,2,F1,1
L2025-W2300923,W2300923,2025,2,F2,1
L2025-W2300926,W2300926,2025,2,F2,1
L2025-W2300931,W2300931,2025,2,F2,1
L2025-W2300933,W2300933,2025,2,F1,2
L2025-W2300965,W2300965,2025,2,F2,1
L2025-W2300976,W2300976,2025,2,F2,1
L2025-W2300980,W2300980,2025,2,F2,1
L2025-W2300985,W2300985,2025,2,F1,1
L2025-W2300987,W2300987,2025,2,F2,1
L2025-W2300993,W2300993,2025,2,F2,2
L2025-W2300998,W2300998,2025,2,F1,1
L2025-W2300999,W2300999,2025,2,F1,2
L2025-W2301011,W2301011,2025,2,F1,2
L2025-W2301012,W2301012,2025,2,F1,2
L2025-W2301015,W2301015,2025,2,F1,2
L2025-W2301022,W2301022,2025,2,F1,2
L2025-W2301027,W2301027,2025,2,F2,2
L2025-W2301028,W2301028,2025,2,F2,1
L2025-W2301030,W2301030,2025,2,F2,1
L2025-W2301043,W2301043,2025,2,F2,1
L2025-W2301046,W2301046,2025,2,F1,1
L2025-W2301052,W2301052,2025,2,F2,1
L2025-W2401067,W2401067,2025,1,F2,2
L2025-W2401070,W2401070,2025,1,F2,2
L2025-W2401072,W2401072,2025,1,F2,1
L2025-W2401074,W2401074,2025,1,F2,1
L2025-W2401079,W2401079,2025,1,F2,1
L2025-W2401086,W2401086,2025,1,F1,1
L2025-W2401090,W2401090,2025,1,F1,1
L2025-W2401095,W2401095,2025,1,F1,2
L2025-W2401097,W2401097,2025,1,F2,2
L2025-W2401101,W2401101,2025,1,F1,2
L2025-W2401103,W2401103,2025,1,F2,1
L2025-W2401128,W2401128,2025,1,F1,1
L2025-W2401131,W2401131,2025,1,F1,1
L2025-W2401133,W2401133,2025,1,F2,1
L2025-W2401141,W2401141,2025,1,F1,1
L2025-W2401145,W2401145,2025,1,F2,3
L2025-W2401155,W2401155,2025,1,F1,2
L2025-W2401159,W2401159,2025,1,F2,2
L2025-W2401167,W2401167,2025,1,F1,1
L2025-W2401169,W2401169,2025,1,F2,1
L2025-W2401172,W2401172,2025,1,F1,2
L2025-W2401178,W2401178,2025,1,F2,2
L2025-W2401179,W2401179,2025,1,F1,3
L2025-W2401188,W2401188,2025,1,F1,2
L2025-W2401221,W2401221,2025,1,F1,2
L2025-W2401222,W2401222,2025,1,F2,1
L2025-W2401236,W2401236,2025,1,F1,1
L2025-W2401238,W2401238,2025,1,F1,2
L2025-W2401244,W2401244,2025,1,F1,3
L2025-W2401247,W2401247,2025,1,F1,1
L2025-W2401253,W2401253,2025,1,F2,1
L2025-W2401259,W2401259,2025,1,F1,1
L2025-W2401262,W2401262,2025,1,F2,1
L2025-W2401268,W2401268,2025,1,F2,1
L2025-W2401269,W2401269,2025,1,F1,1
L2025-W2401278,W2401278,2025,1,F1,3
L2025-W2401280,W2401280,2025,1,F2,2
L2025-W2401283,W2401283,2025,1,F2,2
L2025-W2401285,W2401285,2025,1,F1,1
L2025-W2401288,W2401288,2025,1,F1,2
L2025-W2401291,W2401291,2025,1,F2,2
L2025-W2401301,W2401301,2025,1,F2,1
L2025-W2401302,W2401302,2025,1,F2,2
L2025-W2401313,W2401313,2025,1,F2,2
L2025-W2401314,W2401314,2025,1,F1,2
L2025-W2401316,W2401316,2025,1,F1,2
L2025-W2401328,W2401328,2025,1,F2,1
L2025-W2401335,W2401335,2025,1,F1,3
L2025-W2401337,W2401337,2025,1,F1,1
L2025-W2401339,W2401339,2025,1,F2,1
L2025-W2401344,W2401344,2025,1,F2,1
L2025-W2401345,W2401345,2025,1,F1,1
L2025-W2401371,W2401371,2025,1,F1,1
L2025-W2401384,W2401384,2025,1,F1,2
L2025-W2401392,W2401392,2025,1,F1,2
L2025-W2401397,W2401397,2025,1,F1,2
L2025-W2401410,W2401410,2025,1,F2,2
L2025-W2401414,W2401414,2025,1,F1,1
L2025-W2401415,W2401415,2025,1,F1,2
L2025-W2401418,W2401418,2025,1,F2,2
L2025-W2401419,W2401419,2025,1,F2,1
L2025-W2401423,W2401423,2025,1,F2,2
L2025-W2401424,W2401424,2025,1,F2,1
L2025-W2401428,W2401428,2025,1,F2,1
L2025-W2401429,W2401429,2025,1,F2,1
L2025-W2401438,W2401438,2025,1,F2,3
L2025-W2401454,W2401454,2025,1,F2,2
L2025-W2401458,W2401458,2025,1,F2,1
L2025-W2401466,W2401466,2025,1,F2,1
L2025-W2401469,W2401469,2025,1,F1,2
L2025-W2401478,W2401478,2025,1,F1,1
L2025-W2401489,W2401489,2025,1,F1,2
