id,sire,dam,sex,birth_year
L200047,P19A1,L170022,M,2020
L200048,P20A1,L170028,F,2020
L200049,P20B3,L170045,F,2020
L200050,P20A1,L170056,M,2020
L200051,P20A1,L170061,M,2020
L200052,P19A1,L170062,F,2020
L200053,P19A2,L170080,F,2020
L200054,P20A2,L170083,F,2020
L200055,P19B3,L170084,M,2020
L200056,P20A1,L170090,M,2020
L200057,P19A1,L170091,F,2020
L200058,P20B3,L170094,F,2020
L200059,P19A1,L170095,F,2020
L200060,P19B3,L170096,M,2020
L200061,P19A2,L170097,F,2020
L200062,P19A2,L170104,F,2020
L200063,P19B3,L170106,F,2020
L200064,P20A2,L170108,F,2020
L200065,P20B3,L170119,M,2020
L200066,P19A1,L170121,M,2020
L200067,P19A2,L170123,M,2020
L200068,P19A2,L170124,M,2020
L200069,P19A1,L170127,M,2020
L200070,P20A2,L170139,M,2020
L200071,P20A1,L170144,M,2020
L200072,P20B3,L170145,F,2020
L200073,P20A1,L170146,M,2020
L200074,P20A1,L180002,F,2020
L200075,P20A2,L180014,F,2020
L200076,P19A2,L180019,F,2020
L200077,P19A2,L180024,M,2020
L200078,P19A2,L180030,F,2020
L200079,P19A1,L180035,F,2020
L200080,P19A1,L180039,M,2020
L200081,P20A2,L180042,M,2020
L200082,P19B3,L180043,M,2020
L200083,P20B3,L180045,F,2020
L200084,P19A1,L180046,F,2020
L200085,P19B3,L180048,F,2020
L200086,P19B3,L180058,M,2020
L200087,P20A1,L180064,F,2020
L200088,P20B3,L180066,M,2020
L200089,P20B3,L180072,F,2020
L200090,P20A2,L180073,M,2020
L200091,P19B3,L180079,F,2020
L200092,P20A2,L180082,F,2020
L200093,P19A2,L180088,M,2020
L200094,P19A2,L180089,F,2020
L200095,P20A2,L180090,F,2020
L200096,P20A2,L180094,F,2020
L200097,P19A1,L180095,M,2020
L200098,P20A1,L180098,M,2020
L200099,P19A1,L180104,M,2020
L200100,P19A1,L180107,F,2020
L200101,P20A1,L180113,F,2020
L200102,P20A1,L180118,M,2020
L200103,P19A1,L180119,F,2020
L200104,P20A2,L180122,M,2020
L200105,P19A2,L180125,F,2020
L200106,P20B3,L180132,M,2020
L200107,P20A1,L180133,F,2020
L200108,P20A1,L180136,F,2020
L200109,P19A2,L180137,M,2020
L200110,P19A2,L180140,M,2020
L200111,P20B3,L180147,M,2020
L200112,P19A2,L190012,F,2020
L200113,P19A1,L190014,F,2020
L200114,P19A1,L190016,F,2020
L200115,P19A1,L190021,M,2020
L200116,P19B3,L190024,M,2020
L200117,P19A2,L190028,M,2020
L200118,P19A2,L190030,F,2020
L200119,P20A2,L190032,F,2020
L200120,P19B3,L190034,F,2020
L200121,P19B3,L190038,M,2020
L200122,P19A2,L190043,F,2020
L200123,P20B3,L190044,M,2020
L200124,P20A2,L190045,F,2020
L200125,P19B3,L190053,F,2020
L200126,P19A1,L190056,F,2020
L200127,P20A2,L190057,F,2020
L200128,P20A2,L190058,F,2020
L200129,P19B3,L190059,M,2020
L200130,P19A2,L190065,M,2020
L200131,P19B3,L190070,F,2020
L200132,P20A1,L190077,F,2020
L200133,P20B3,L190079,F,2020
L200134,P20A2,L190081,F,2020
L200135,P19A1,L190083,M,2020
L200136,P19A2,L190087,F,2020
L200137,P19B3,L190088,F,2020
L200138,P20A2,L190092,M,2020
L200139,P20B3,L190093,F,2020
L200140,P19A1,L190098,M,2020
L200141,P20B3,L190111,F,2020
L200142,P19B3,L190116,M,2020
L200143,P19A1,L190124,F,2020
L200144,P19A1,L190126,F,2020
L200145,P19A2,L190131,M,2020
L200146,P19A1,L190134,M,2020
L200147,P20B3,L190140,M,2020
L200148,P19A2,L190142,F,2020
L200149,P20A1,L190143,F,2020
L200150,P19A2,L190149,M,2020
P21A1,UPG:A_20_24,UPG:A_20_24,M,2019
P21A2,UPG:A_20_24,UPG:A_20_24,M,2019
P21B3,UPG:B,UPG:B,M,2019
L210001,P21B3,E15025,F,2021
L210002,P20A1,E15035,F,2021
L210003,P20A1,E15045,M,2021
L210004,P21A2,E15050,F,2021
L210005,P20B3,E15055,F,2021
L210006,P21A1,E15060,M,2021
L210007,P20B3,E15065,F,2021
L210008,P20A1,E15080,M,2021
L210009,P21A2,E15085,F,2021
L210010,P20A1,E15090,M,2021
L210011,P21A1,E15100,M,2021
L210012,P20A2,E15115,F,2021
L210013,P21B3,E15130,F,2021
L210014,P20A1,E15140,M,2021
L210015,P21A2,L160010,M,2021
L210016,P21B3,L160023,M,2021
L210017,P20A2,L160050,F,2021
L210018,P20A1,L160064,M,2021
L210019,P20A2,L160077,F,2021
L210020,P20A1,L160084,M,2021
L210021,P21A1,L160095,M,2021
L210022,P20A2,L160118,M,2021
L210023,P20A1,L170013,F,2021
L210024,P20B3,L170017,M,2021
L210025,P20A1,L170018,M,2021
L210026,P21B3,L170019,M,2021
L210027,P20A1,L170022,M,2021
L210028,P21A1,L170056,F,2021
L210029,P21A2,L170061,M,2021
L210030,P21B3,L170062,M,2021
L210031,P20A1,L170080,F,2021
L210032,P20A2,L170083,M,2021
L210033,P20A2,L170084,M,2021
L210034,P21B3,L170090,F,2021
L210035,P21A2,L170091,F,2021
L210036,P20B3,L170094,F,2021
L210037,P21B3,L170095,M,2021
L210038,P20A1,L170096,M,2021
L210039,P21A2,L170097,M,2021
L210040,P21B3,L170106,M,2021
L210041,P21A2,L170119,M,2021
L210042,P20A1,L170121,F,2021
L210043,P20B3,L170123,M,2021
L210044,P20A2,L170124,M,2021
L210045,P21A1,L170127,M,2021
L210046,P21A1,L170144,F,2021
L210047,P21A2,L170145,F,2021
L210048,P20A2,L170146,F,2021
L210049,P21A1,L180002,F,2021
L210050,P20B3,L180014,M,2021
L210051,P20B3,L180019,F,2021
L210052,P20A1,L180024,F,2021
L210053,P20B3,L180030,M,2021
L210054,P21B3,L180035,M,2021
L210055,P21B3,L180039,M,2021
L210056,P21A1,L180042,M,2021
L210057,P21A2,L180043,M,2021
L210058,P20B3,L180045,F,2021
L210059,P20B3,L180046,M,2021
L210060,P20B3,L180048,M,2021
L210061,P20A1,L180058,F,2021
L210062,P20A1,L180064,M,2021
L210063,P21B3,L180066,F,2021
L210064,P20A2,L180072,F,2021
L210065,P21A1,L180073,M,2021
L210066,P20A1,L180079,F,2021
L210067,P20A1,L180082,M,2021
L210068,P20B3,L180088,F,2021
L210069,P21A1,L180089,M,2021
L210070,P21B3,L180090,M,2021
L210071,P21B3,L180095,M,2021
L210072,P20B3,L180098,M,2021
L210073,P20A2,L180104,M,2021
L210074,P21B3,L180107,F,2021
L210075,P20A2,L180113,F,2021
L210076,P21A2,L180118,M,2021
L210077,P20A1,L180119,F,2021
L210078,P20B3,L180122,M,2021
L210079,P20B3,L180125,F,2021
L210080,P21A2,L180133,F,2021
L210081,P20B3,L180136,M,2021
L210082,P20A2,L180137,F,2021
L210083,P21B3,L180140,M,2021
L210084,P21A2,L180147,F,2021
L210085,P21A1,L190012,M,2021
L210086,P20B3,L190014,M,2021
L210087,P21A2,L190016,M,2021
L210088,P21B3,L190021,M,2021
L210089,P20A1,L190024,F,2021
L210090,P21B3,L190028,M,2021
L210091,P20A2,L190030,F,2021
L210092,P20A2,L190032,M,2021
L210093,P20B3,L190034,F,2021
L210094,P20A2,L190038,M,2021
L210095,P21B3,L190043,F,2021
L210096,P20A2,L190044,F,2021
L210097,P20A2,L190045,F,2021
L210098,P21A2,L190053,F,2021
L210099,P20B3,L190057,F,2021
L210100,P20B3,L190058,M,2021
L210101,P20B3,L190059,M,2021
L210102,P20A2,L190065,F,2021
L210103,P21A1,L190070,M,2021
L210104,P21A2,L190077,M,2021
L210105,P20A2,L190079,M,2021
L210106,P20B3,L190081,M,2021
L210107,P20A1,L190083,F,2021
L210108,P21A1,L190087,M,2021
L210109,P20A1,L190088,M,2021
L210110,P20A2,L190093,F,2021
L210111,P21B3,L190124,M,2021
L210112,P20A2,L190131,F,2021
L210113,P21A1,L190134,M,2021
L210114,P20B3,L190140,F,2021
L210115,P21B3,L190142,F,2021
L210116,P21B3,L190143,M,2021
L210117,P20A1,L190149,M,2021
L210118,P21A1,L200001,F,2021
L210119,P21A1,L200005,M,2021
L210120,P21A1,L200009,M,2021
L210121,P20A1,L200010,M,2021
L210122,P20A1,L200017,M,2021
L210123,P21A1,L200029,M,2021
L210124,P20B3,L200030,F,2021
L210125,P21A1,L200032,F,2021
L210126,P20A1,L200046,M,2021
L210127,P20B3,L200048,F,2021
L210128,P21A1,L200054,M,2021
L210129,P20B3,L200057,F,2021
L210130,P21A2,L200064,M,2021
L210131,P21A2,L200075,M,2021
L210132,P20A2,L200078,F,2021
L210133,P21A1,L200083,F,2021
L210134,P21A2,L200084,F,2021
L210135,P20A2,L200085,F,2021
L210136,P21A1,L200087,F,2021
L210137,P20B3,L200089,F,2021
L210138,P21A2,L200100,F,2021
L210139,P21A2,L200107,M,2021
L210140,P20A1,L200112,F,2021
L210141,P21A1,L200120,M,2021
L210142,P21B3,L200124,F,2021
L210143,P20A1,L200128,F,2021
L210144,P21A2,L200131,F,2021
L210145,P20B3,L200134,F,2021
L210146,P20B3,L200136,F,2021
L210147,P20B3,L200137,M,2021
L210148,P21A1,L200141,M,2021
L210149,P20A2,L200148,M,2021
L210150,P20B3,L200149,M,2021
P22A1,UPG:A_20_24,UPG:A_20_24,M,2020
P22A2,UPG:A_20_24,UPG:A_20_24,M,2020
P22B3,UPG:B,UPG:B,M,2020
L220001,P21A1,L160010,M,2022
L220002,P21B3,L160023,F,2022
L220003,P21A1,L160050,M,2022
L220004,P22B3,L160064,F,2022
L220005,P21A1,L160077,M,2022
L220006,P22B3,L160084,M,2022
L220007,P22A2,L160118,M,2022
L220008,P21A1,L170013,F,2022
L220009,P22B3,L170017,F,2022
L220010,P22A2,L170018,F,2022
L220011,P22B3,L170019,F,2022
L220012,P22B3,L170022,M,2022
L220013,P21A2,L170056,M,2022
L220014,P22A1,L170061,M,2022
L220015,P21B3,L170080,M,2022
L220016,P21A1,L170083,F,2022
L220017,P21A2,L170084,M,2022
L220018,P21A1,L170090,F,2022
L220019,P22A2,L170091,M,2022
L220020,P22A2,L170094,M,2022
L220021,P21A2,L170096,M,2022
L220022,P21B3,L170097,M,2022
L220023,P22B3,L170106,M,2022
L220024,P22B3,L170121,F,2022
L220025,P21B3,L170123,F,2022
L220026,P22B3,L170124,M,2022
L220027,P21A2,L170127,F,2022
L220028,P22A2,L170144,F,2022
L220029,P22B3,L170146,M,2022
L220030,P21A1,L180002,M,2022
L220031,P22A1,L180014,F,2022
L220032,P21A1,L180019,M,2022
L220033,P22A1,L180024,F,2022
L220034,P22A1,L180030,M,2022
L220035,P22A2,L180035,F,2022
L220036,P22B3,L180039,M,2022
L220037,P21B3,L180043,M,2022
L220038,P21B3,L180048,F,2022
L220039,P21A2,L180058,F,2022
L220040,P22A1,L180064,F,2022
L220041,P22A2,L180066,F,2022
L220042,P22A1,L180072,M,2022
L220043,P22A2,L180073,M,2022
L220044,P21B3,L180079,M,2022
L220045,P22B3,L180082,F,2022
L220046,P22B3,L180089,F,2022
L220047,P22A2,L180090,F,2022
L220048,P21A2,L180098,F,2022
L220049,P21A2,L180104,F,2022
L220050,P22A1,L180107,M,2022
L220051,P22A2,L180113,M,2022
L220052,P22A2,L180119,F,2022
L220053,P21B3,L180125,F,2022
L220054,P22A2,L180136,M,2022
L220055,P21A1,L180137,M,2022
L220056,P22A2,L180140,M,2022
L220057,P22A2,L180147,F,2022
L220058,P22A1,L190012,F,2022
L220059,P21B3,L190014,F,2022
L220060,P22B3,L190016,F,2022
L220061,P21A1,L190021,F,2022
L220062,P22A2,L190024,F,2022
L220063,P21A1,L190028,M,2022
L220064,P21B3,L190030,M,2022
L220065,P21B3,L190032,M,2022
L220066,P21A1,L190034,M,2022
L220067,P22A2,L190043,M,2022
L220068,P21A2,L190044,M,2022
L220069,P21A2,L190057,F,2022
L220070,P21A1,L190058,F,2022
L220071,P21B3,L190059,F,2022
L220072,P21B3,L190065,M,2022
L220073,P22A1,L190077,M,2022
L220074,P22A2,L190079,F,2022
L220075,P21A2,L190081,M,2022
L220076,P22A2,L190083,F,2022
L220077,P21B3,L190087,F,2022
L220078,P21A1,L190088,M,2022
L220079,P21A1,L190093,M,2022
L220080,P21A1,L190124,F,2022
L220081,P22A1,L190131,M,2022
L220082,P21A2,L190140,M,2022
L220083,P22B3,L190143,F,2022
L220084,P22B3,L190149,M,2022
L220085,P21B3,L200001,M,2022
L220086,P22B3,L200005,M,2022
L220087,P22A1,L200009,F,2022
L220088,P22B3,L200010,M,2022
L220089,P22B3,L200029,F,2022
L220090,P21A2,L200030,F,2022
L220091,P21A2,L200032,F,2022
L220092,P21A2,L200046,F,2022
L220093,P21A1,L200048,F,2022
L220094,P22A2,L200057,M,2022
L220095,P22B3,L200075,M,2022
L220096,P21A2,L200078,F,2022
L220097,P22A2,L200083,M,2022
L220098,P22A1,L200084,F,2022
L220099,P21A1,L200085,F,2022
L220100,P21A1,L200087,F,2022
L220101,P21A2,L200100,F,2022
L220102,P22B3,L200107,M,2022
L220103,P21A2,L200124,M,2022
L220104,P21A1,L200128,M,2022
L220105,P21B3,L200131,F,2022
L220106,P21B3,L200134,F,2022
L220107,P21B3,L200136,F,2022
L220108,P22A2,L200137,F,2022
L220109,P22A2,L200141,M,2022
L220110,P22B3,L200148,F,2022
L220111,P21B3,L200149,F,2022
L220112,P22A2,L210001,M,2022
L220113,P22A2,L210002,F,2022
L220114,P22A2,L210004,F,2022
L220115,P22B3,L210012,M,2022
L220116,P22A2,L210013,F,2022
L220117,P22A2,L210023,F,2022
L220118,P21A2,L210028,M,2022
L220119,P22B3,L210031,F,2022
L220120,P22B3,L210036,F,2022
L220121,P22A1,L210047,F,2022
L220122,P22A1,L210049,M,2022
L220123,P21B3,L210051,F,2022
L220124,P22A2,L210052,M,2022
L220125,P22A1,L210058,F,2022
L220126,P22B3,L210061,F,2022
L220127,P22A1,L210063,M,2022
L220128,P22A1,L210066,M,2022
L220129,P21A2,L210068,M,2022
L220130,P22A1,L210079,F,2022
L220131,P22A1,L210082,F,2022
L220132,P21B3,L210089,M,2022
L220133,P21B3,L210091,M,2022
L220134,P21A1,L210093,F,2022
L220135,P21A1,L210096,F,2022
L220136,P21A2,L210097,M,2022
L220137,P21A2,L210099,M,2022
L220138,P22A2,L210102,M,2022
L220139,P22B3,L210107,F,2022
L220140,P22A2,L210112,F,2022
L220141,P21B3,L210115,M,2022
L220142,P22A2,L210118,M,2022
L220143,P21A1,L210125,F,2022
L220144,P22A1,L210127,F,2022
L220145,P21B3,L210129,M,2022
L220146,P22A1,L210132,F,2022
L220147,P21A1,L210133,M,2022
L220148,P21A1,L210134,F,2022
L220149,P21A2,L210135,M,2022
L220150,P22A2,L210137,M,2022
P23A1,UPG:A_20_24,UPG:A_20_24,M,2021
P23A2,UPG:A_20_24,UPG:A_20_24,M,2021
P23B3,UPG:B,UPG:B,M,2021
L230001,P22A2,L170013,M,2023
L230002,P23A1,L170017,F,2023
L230003,P23A1,L170018,M,2023
L230004,P23B3,L170019,F,2023
L230005,P23A2,L170022,M,2023
L230006,P23B3,L170056,F,2023
L230007,P22A2,L170061,M,2023
L230008,P22A2,L170080,M,2023
L230009,P23A1,L170084,F,2023
L230010,P22A1,L170090,M,2023
L230011,P22B3,L170091,F,2023
L230012,P23A2,L170094,M,2023
L230013,P23A2,L170096,F,2023
L230014,P22A2,L170106,M,2023
L230015,P22A1,L170121,F,2023
L230016,P23B3,L170123,F,2023
L230017,P23B3,L170127,F,2023
L230018,P23B3,L170144,F,2023
L230019,P22B3,L170146,F,2023
L230020,P23B3,L180002,F,2023
L230021,P23A1,L180014,M,2023
L230022,P22A1,L180019,F,2023
L230023,P23A1,L180024,M,2023
L230024,P22A1,L180030,F,2023
L230025,P22B3,L180035,F,2023
L230026,P23A2,L180039,M,2023
L230027,P23A1,L180048,M,2023
L230028,P23A2,L180058,F,2023
L230029,P22A2,L180064,F,2023
L230030,P23A2,L180066,F,2023
L230031,P22B3,L180072,M,2023
L230032,P22B3,L180073,M,2023
L230033,P22A2,L180079,M,2023
L230034,P22A2,L180082,F,2023
L230035,P22A2,L180089,M,2023
L230036,P23A1,L180098,F,2023
L230037,P22A1,L180104,F,2023
L230038,P22A1,L180107,F,2023
L230039,P22A1,L180113,M,2023
L230040,P22A2,L180119,M,2023
L230041,P23A1,L180125,M,2023
L230042,P23A1,L180136,M,2023
L230043,P23A2,L180140,F,2023
L230044,P23B3,L180147,F,2023
L230045,P22A2,L190012,M,2023
L230046,P22A1,L190014,F,2023
L230047,P23B3,L190016,F,2023
L230048,P23B3,L190028,F,2023
L230049,P22A2,L190030,M,2023
L230050,P23A1,L190034,M,2023
L230051,P23B3,L190043,F,2023
L230052,P22A1,L190044,M,2023
L230053,P23A1,L190057,F,2023
L230054,P23B3,L190058,M,2023
L230055,P23A2,L190059,M,2023
L230056,P22A2,L190065,M,2023
L230057,P23A1,L190077,F,2023
L230058,P23A2,L190079,F,2023
L230059,P23B3,L190081,M,2023
L230060,P23A1,L190083,M,2023
L230061,P22A1,L190087,M,2023
L230062,P23A1,L190088,M,2023
L230063,P23A2,L190093,F,2023
L230064,P23A1,L190124,F,2023
L230065,P22A2,L190131,M,2023
L230066,P22A2,L190140,M,2023
L230067,P22A2,L190143,F,2023
L230068,P23A1,L190149,M,2023
L230069,P22B3,L200001,F,2023
L230070,P23A1,L200005,M,2023
L230071,P23A2,L200010,F,2023
L230072,P22B3,L200029,M,2023
L230073,P23A1,L200032,F,2023
L230074,P23B3,L200046,M,2023
L230075,P23B3,L200048,M,2023
L230076,P22B3,L200057,M,2023
L230077,P22A2,L200075,F,2023
L230078,P22B3,L200078,F,2023
L230079,P22A2,L200083,F,2023
L230080,P23A1,L200084,F,2023
L230081,P23A2,L200085,M,2023
L230082,P22A1,L200107,M,2023
L230083,P23B3,L200124,M,2023
L230084,P23B3,L200128,F,2023
L230085,P22A1,L200131,M,2023
L230086,P23A2,L200134,F,2023
L230087,P22A1,L200136,M,2023
L230088,P22A1,L200137,M,2023
L230089,P23A1,L200148,F,2023
L230090,P23A1,L200149,F,2023
L230091,P23A1,L210001,F,2023
L230092,P22A1,L210002,M,2023
L230093,P22A1,L210004,F,2023
L230094,P23A2,L210012,F,2023
L230095,P22A2,L210013,M,2023
L230096,P23A1,L210023,M,2023
L230097,P23A1,L210028,M,2023
L230098,P22A2,L210031,F,2023
L230099,P22A2,L210036,M,2023
L230100,P23A1,L210047,F,2023
L230101,P23A1,L210049,M,2023
L230102,P23A1,L210051,M,2023
L230103,P22A2,L210052,F,2023
L230104,P23A1,L210061,F,2023
L230105,P23A2,L210063,F,2023
L230106,P22A1,L210068,M,2023
L230107,P23A1,L210079,F,2023
L230108,P23A2,L210089,F,2023
L230109,P22B3,L210091,F,2023
L230110,P22B3,L210093,M,2023
L230111,P23B3,L210096,F,2023
L230112,P22A2,L210097,M,2023
L230113,P23A2,L210102,M,2023
L230114,P22B3,L210107,M,2023
L230115,P23A2,L210112,M,2023
L230116,P22A2,L210115,M,2023
L230117,P23B3,L210118,M,2023
L230118,P23A2,L210125,M,2023
L230119,P22B3,L210127,M,2023
L230120,P22B3,L210129,F,2023
L230121,P22A2,L210132,M,2023
L230122,P22A1,L210134,M,2023
L230123,P22A2,L210135,F,2023
L230124,P22A2,L210137,F,2023
L230125,P23B3,L220008,M,2023
L230126,P22B3,L220009,M,2023
L230127,P22A2,L220025,F,2023
L230128,P22A2,L220033,F,2023
L230129,P23B3,L220038,F,2023
L230130,P22A2,L220039,F,2023
L230131,P23A2,L220041,F,2023
L230132,P22B3,L220045,F,2023
L230133,P22A1,L220046,M,2023
L230134,P22A1,L220047,M,2023
L230135,P23B3,L220048,M,2023
L230136,P22B3,L220057,F,2023
L230137,P23A2,L220058,F,2023
L230138,P22B3,L220069,M,2023
L230139,P22B3,L220074,M,2023
L230140,P22A1,L220089,M,2023
L230141,P23B3,L220092,M,2023
L230142,P22A1,L220093,M,2023
L230143,P23A2,L220098,M,2023
L230144,P23A1,L220105,F,2023
L230145,P22B3,L220110,M,2023
L230146,P23A2,L220114,F,2023
L230147,P23A1,L220119,M,2023
L230148,P23A1,L220120,F,2023
L230149,P23A1,L220125,F,2023
L230150,P23A1,L220126,M,2023
P24A1,UPG:A_20_24,UPG:A_20_24,M,2022
P24A2,UPG:A_20_24,UPG:A_20_24,M,2022
P24B3,UPG:B,UPG:B,M,2022
L240001,P23A2,L180002,F,2024
L240002,P24A2,L180014,M,2024
L240003,P23B3,L180019,F,2024
L240004,P24A1,L180024,M,2024
L240005,P24A2,L180030,F,2024
L240006,P23A1,L180035,F,2024
L240007,P23A1,L180039,F,2024
L240008,P23A1,L180048,M,2024
L240009,P24B3,L180058,F,2024
L240010,P23A2,L180064,F,2024
L240011,P23A2,L180066,M,2024
L240012,P23B3,L180072,M,2024
L240013,P23B3,L180079,F,2024
L240014,P23A1,L180082,M,2024
L240015,P24B3,L180089,F,2024
L240016,P24A1,L180104,M,2024
L240017,P23A1,L180107,M,2024
L240018,P24A2,L180113,M,2024
L240019,P24A2,L180119,F,2024
L240020,P23B3,L180125,F,2024
L240021,P24A2,L180136,F,2024
L240022,P23B3,L180140,M,2024
L240023,P23A1,L180147,M,2024
L240024,P23A1,L190012,M,2024
L240025,P23B3,L190014,F,2024
L240026,P24A2,L190016,F,2024
L240027,P23A2,L190028,M,2024
L240028,P23A2,L190030,F,2024
L240029,P23B3,L190034,M,2024
L240030,P23B3,L190043,F,2024
L240031,P23B3,L190044,M,2024
L240032,P23A2,L190058,F,2024
L240033,P23B3,L190059,M,2024
L240034,P23A2,L190065,F,2024
L240035,P23B3,L190077,M,2024
L240036,P24A2,L190079,M,2024
L240037,P23B3,L190081,F,2024
L240038,P23A1,L190087,M,2024
L240039,P24A2,L190088,M,2024
L240040,P23A1,L190093,M,2024
L240041,P24A2,L190140,M,2024
L240042,P24A2,L190149,F,2024
L240043,P24B3,L200001,F,2024
L240044,P23A2,L200010,F,2024
L240045,P24B3,L200029,F,2024
L240046,P24A1,L200032,F,2024
L240047,P24A1,L200075,M,2024
L240048,P23A2,L200078,F,2024
L240049,P24A2,L200084,F,2024
L240050,P24A1,L200085,F,2024
L240051,P24A1,L200107,F,2024
L240052,P23A2,L200124,M,2024
L240053,P23B3,L200128,F,2024
L240054,P23A1,L200131,M,2024
L240055,P23A1,L200136,F,2024
L240056,P23A1,L200137,F,2024
L240057,P24A1,L200148,M,2024
L240058,P23A2,L200149,F,2024
L240059,P24B3,L210001,F,2024
L240060,P23B3,L210002,M,2024
L240061,P23A2,L210004,M,2024
L240062,P24A2,L210012,F,2024
L240063,P23A1,L210013,F,2024
L240064,P24B3,L210023,M,2024
L240065,P23A1,L210028,F,2024
L240066,P23A2,L210036,M,2024
L240067,P23A2,L210047,M,2024
L240068,P24B3,L210051,M,2024
L240069,P24A2,L210052,M,2024
L240070,P23A2,L210061,M,2024
L240071,P24A2,L210063,F,2024
L240072,P24B3,L210068,F,2024
L240073,P24A1,L210089,M,2024
L240074,P24A1,L210091,F,2024
L240075,P23A2,L210096,M,2024
L240076,P24B3,L210097,F,2024
L240077,P23A2,L210102,M,2024
L240078,P23A1,L210107,M,2024
L240079,P24A2,L210112,M,2024
L240080,P24A1,L210115,M,2024
L240081,P23A1,L210118,M,2024
L240082,P24B3,L210127,F,2024
L240083,P23A2,L210129,M,2024
L240084,P24A2,L210132,F,2024
L240085,P23B3,L210134,M,2024
L240086,P23B3,L210135,F,2024
L240087,P24A2,L210137,F,2024
L240088,P23A2,L220008,F,2024
L240089,P23A2,L220009,M,2024
L240090,P24A2,L220025,F,2024
L240091,P24A2,L220033,F,2024
L240092,P23B3,L220039,M,2024
L240093,P24A1,L220041,F,2024
L240094,P24A1,L220046,M,2024
L240095,P23B3,L220047,M,2024
L240096,P23B3,L220048,F,2024
L240097,P24A2,L220057,F,2024
L240098,P23A2,L220058,M,2024
L240099,P24A1,L220069,M,2024
L240100,P23B3,L220074,F,2024
L240101,P24A1,L220092,M,2024
L240102,P24A1,L220098,M,2024
L240103,P24A1,L220110,M,2024
L240104,P24A1,L220114,M,2024
L240105,P23A2,L220119,F,2024
L240106,P23B3,L220120,F,2024
L240107,P24A1,L220125,M,2024
L240108,P23A1,L220126,F,2024
L240109,P24A1,L230006,F,2024
L240110,P24B3,L230009,F,2024
L240111,P24B3,L230011,M,2024
L240112,P24B3,L230015,M,2024
L240113,P24A2,L230019,M,2024
L240114,P24A1,L230024,F,2024
L240115,P23A1,L230029,M,2024
L240116,P24A2,L230030,F,2024
L240117,P24B3,L230037,F,2024
L240118,P23B3,L230046,F,2024
L240119,P23B3,L230047,M,2024
L240120,P24A2,L230048,F,2024
L240121,P24A2,L230051,M,2024
L240122,P23A2,L230057,F,2024
L240123,P24A2,L230058,M,2024
L240124,P24A1,L230063,M,2024
L240125,P24B3,L230064,M,2024
L240126,P24B3,L230069,M,2024
L240127,P24B3,L230071,M,2024
L240128,P23B3,L230079,F,2024
L240129,P24B3,L230086,M,2024
L240130,P23A1,L230089,F,2024
L240131,P23A1,L230090,M,2024
L240132,P24A2,L230091,F,2024
L240133,P23A2,L230093,M,2024
L240134,P23A2,L230094,M,2024
L240135,P23B3,L230098,M,2024
L240136,P23B3,L230103,M,2024
L240137,P23A2,L230104,M,2024
L240138,P23B3,L230108,F,2024
L240139,P23A2,L230109,M,2024
L240140,P24B3,L230111,M,2024
L240141,P23A2,L230120,F,2024
L240142,P23B3,L230123,F,2024
L240143,P24A1,L230127,M,2024
L240144,P23A1,L230128,F,2024
L240145,P23A2,L230129,F,2024
L240146,P23A2,L230130,M,2024
L240147,P24A1,L230132,F,2024
L240148,P24A2,L230137,F,2024
L240149,P23B3,L230148,F,2024
L240150,P23A2,L230149,F,2024
