id,origin,birth_year,tbv,inbreeding
L190073,flock,2019,2.384169,0.000000
L190074,flock,2019,3.732075,0.000000
L190075,flock,2019,-0.961099,0.000000
L190076,flock,2019,1.175910,0.000000
L190077,flock,2019,2.217823,0.000000
L190078,flock,2019,2.818184,0.000000
L190079,flock,2019,-3.769276,0.000000
L190080,flock,2019,1.869924,0.000000
L190081,flock,2019,1.482598,0.000000
L190082,flock,2019,4.615156,0.000000
L190083,flock,2019,1.588135,0.000000
L190084,flock,2019,-1.129610,0.000000
L190085,flock,2019,-2.529906,0.000000
L190086,flock,2019,-0.895649,0.000000
L190087,flock,2019,-3.845596,0.000000
L190088,flock,2019,-1.453222,0.000000
L190089,flock,2019,-2.656010,0.000000
L190090,flock,2019,3.635763,0.000000
L190091,flock,2019,0.132530,0.000000
L190092,flock,2019,-0.211816,0.000000
L190093,flock,2019,2.491893,0.000000
L190094,flock,2019,0.716303,0.000000
L190095,flock,2019,-0.316732,0.000000
L190096,flock,2019,1.216001,0.000000
L190097,flock,2019,2.216972,0.000000
L190098,flock,2019,1.098355,0.000000
L190099,flock,2019,-1.211605,0.000000
L190100,flock,2019,0.245899,0.000000
L190101,flock,2019,-1.559456,0.000000
L190102,flock,2019,-0.157522,0.000000
L190103,flock,2019,-0.180847,0.000000
L190104,flock,2019,2.770825,0.000000
L190105,flock,2019,-1.283551,0.000000
L190106,flock,2019,3.724817,0.000000
L190107,flock,2019,-0.621528,0.000000
L190108,flock,2019,0.286846,0.250000
L190109,flock,2019,0.090044,0.000000
L190110,flock,2019,-0.007845,0.000000
L190111,flock,2019,4.686263,0.000000
L190112,flock,2019,-0.910675,0.000000
L190113,flock,2019,6.128830,0.000000
L190114,flock,2019,1.593785,0.000000
L190115,flock,2019,2.010543,0.000000
L190116,flock,2019,0.888634,0.000000
L190117,flock,2019,1.786971,0.250000
L190118,flock,2019,-1.868187,0.000000
L190119,flock,2019,3.482823,0.000000
L190120,flock,2019,5.608840,0.000000
L190121,flock,2019,3.545359,0.000000
L190122,flock,2019,1.271526,0.000000
L190123,flock,2019,0.198113,0.000000
L190124,flock,2019,2.058176,0.000000
L190125,flock,2019,1.124616,0.250000
L190126,flock,2019,5.828439,0.250000
L190127,flock,2019,4.224390,0.000000
L190128,flock,2019,-2.551339,0.000000
L190129,flock,2019,5.597370,0.000000
L190130,flock,2019,0.134199,0.000000
L190131,flock,2019,-0.445595,0.000000
L190132,flock,2019,1.051105,0.000000
L190133,flock,2019,-3.323847,0.000000
L190134,flock,2019,0.495917,0.000000
L190135,flock,2019,6.704768,0.000000
L190136,flock,2019,2.734588,0.000000
L190137,flock,2019,1.404236,0.000000
L190138,flock,2019,2.599847,0.000000
L190139,flock,2019,-0.803977,0.000000
L190140,flock,2019,-1.691120,0.000000
L190141,flock,2019,3.108278,0.000000
L190142,flock,2019,-4.815788,0.000000
L190143,flock,2019,4.045524,0.000000
L190144,flock,2019,3.004097,0.000000
L190145,flock,2019,0.373284,0.000000
L190146,flock,2019,1.988920,0.250000
L190147,flock,2019,-1.549226,0.000000
L190148,flock,2019,-0.329365,0.000000
L190149,flock,2019,0.021894,0.000000
L190150,flock,2019,-0.212674,0.000000
P20A1,A,2018,4.187871,0.000000
P20A2,A,2018,3.372602,0.000000
P20B3,B,2018,-1.433791,0.000000
L200001,flock,2020,2.330222,0.000000
L200002,flock,2020,1.498339,0.000000
L200003,flock,2020,0.882760,0.000000
L200004,flock,2020,0.183729,0.000000
L200005,flock,2020,1.101547,0.000000
L200006,flock,2020,0.498743,0.000000
L200007,flock,2020,1.750025,0.000000
L200008,flock,2020,-0.827496,0.000000
L200009,flock,2020,1.675335,0.000000
L200010,flock,2020,1.028876,0.000000
L200011,flock,2020,-1.458143,0.000000
L200012,flock,2020,-2.375124,0.000000
L200013,flock,2020,2.126845,0.000000
L200014,flock,2020,0.221887,0.000000
L200015,flock,2020,2.879876,0.000000
L200016,flock,2020,0.474602,0.000000
L200017,flock,2020,2.034770,0.000000
L200018,flock,2020,1.914536,0.000000
L200019,flock,2020,-0.016876,0.000000
L200020,flock,2020,2.144722,0.000000
L200021,flock,2020,2.348093,0.000000
L200022,flock,2020,-1.145902,0.000000
L200023,flock,2020,-0.977409,0.000000
L200024,flock,2020,2.660330,0.000000
L200025,flock,2020,6.696489,0.000000
L200026,flock,2020,-0.390303,0.000000
L200027,flock,2020,0.340662,0.000000
L200028,flock,2020,2.801515,0.000000
L200029,flock,2020,2.777336,0.000000
L200030,flock,2020,2.100578,0.000000
L200031,flock,2020,0.466645,0.000000
L200032,flock,2020,1.639099,0.000000
L200033,flock,2020,1.718422,0.000000
L200034,flock,2020,-0.549368,0.000000
L200035,flock,2020,-2.569845,0.000000
L200036,flock,2020,1.647132,0.000000
L200037,flock,2020,3.542688,0.000000
L200038,flock,2020,0.581665,0.000000
L200039,flock,2020,-0.805349,0.000000
L200040,flock,2020,3.959291,0.000000
L200041,flock,2020,0.923571,0.000000
L200042,flock,2020,1.702453,0.000000
L200043,flock,2020,2.990757,0.000000
L200044,flock,2020,2.609274,0.000000
L200045,flock,2020,-1.002381,0.000000
L200046,flock,2020,3.514023,0.000000
L200047,flock,2020,0.091979,0.000000
L200048,flock,2020,5.089262,0.000000
L200049,flock,2020,-2.338716,0.000000
L200050,flock,2020,4.306992,0.000000
L200051,flock,2020,2.189067,0.000000
L200052,flock,2020,0.077578,0.000000
L200053,flock,2020,1.105464,0.000000
L200054,flock,2020,4.303536,0.000000
L200055,flock,2020,-1.042287,0.000000
L200056,flock,2020,3.401195,0.000000
L200057,flock,2020,2.431216,0.000000
L200058,flock,2020,-1.610221,0.000000
L200059,flock,2020,1.252275,0.000000
L200060,flock,2020,4.684366,0.000000
L200061,flock,2020,1.266884,0.000000
L200062,flock,2020,-0.797233,0.000000
L200063,flock,2020,-2.167462,0.000000
L200064,flock,2020,2.912132,0.000000
L200065,flock,2020,-0.292260,0.000000
L200066,flock,2020,1.810574,0.000000
L200067,flock,2020,1.394710,0.000000
L200068,flock,2020,-1.163319,0.000000
L200069,flock,2020,1.386240,0.000000
L200070,flock,2020,4.284043,0.000000
L200071,flock,2020,2.146330,0.000000
L200072,flock,2020,-2.240094,0.000000
L200073,flock,2020,3.503366,0.000000
L200074,flock,2020,1.047359,0.000000
L200075,flock,2020,1.238083,0.000000
L200076,flock,2020,1.743493,0.000000
L200077,flock,2020,4.065758,0.000000
L200078,flock,2020,2.530323,0.000000
L200079,flock,2020,-0.028408,0.000000
L200080,flock,2020,-0.011911,0.000000
L200081,flock,2020,1.282735,0.000000
L200082,flock,2020,1.326005,0.000000
L200083,flock,2020,-0.992985,0.000000
L200084,flock,2020,-0.262960,0.000000
L200085,flock,2020,0.354630,0.000000
L200086,flock,2020,-2.413777,0.000000
L200087,flock,2020,1.924964,0.000000
L200088,flock,2020,0.444649,0.000000
L200089,flock,2020,0.562285,0.000000
L200090,flock,2020,3.616958,0.000000
L200091,flock,2020,0.283165,0.000000
L200092,flock,2020,4.754273,0.000000
L200093,flock,2020,1.908430,0.000000
L200094,flock,2020,1.626558,0.000000
L200095,flock,2020,1.995805,0.000000
L200096,flock,2020,4.016530,0.000000
L200097,flock,2020,3.690187,0.000000
L200098,flock,2020,4.269373,0.000000
L200099,flock,2020,4.087679,0.000000
L200100,flock,2020,0.987851,0.000000
L200101,flock,2020,2.187138,0.000000
L200102,flock,2020,6.449109,0.000000
L200103,flock,2020,0.674250,0.000000
L200104,flock,2020,1.675822,0.000000
L200105,flock,2020,0.555772,0.000000
L200106,flock,2020,-0.888990,0.000000
L200107,flock,2020,2.689368,0.000000
L200108,flock,2020,2.864257,0.000000
L200109,flock,2020,-0.996544,0.000000
L200110,flock,2020,1.296653,0.000000
L200111,flock,2020,0.604469,0.000000
L200112,flock,2020,3.518399,0.000000
L200113,flock,2020,1.598075,0.250000
L200114,flock,2020,-2.688251,0.000000
L200115,flock,2020,-0.147235,0.250000
L200116,flock,2020,-3.267184,0.000000
L200117,flock,2020,4.299594,0.250000
L200118,flock,2020,0.786757,0.000000
L200119,flock,2020,1.445329,0.000000
L200120,flock,2020,2.281888,0.250000
L200121,flock,2020,-2.776028,0.000000
L200122,flock,2020,2.527014,0.000000
L200123,flock,2020,-0.319229,0.000000
L200124,flock,2020,0.774479,0.000000
L200125,flock,2020,-1.009101,0.000000
L200126,flock,2020,-1.342050,0.000000
L200127,flock,2020,2.963232,0.000000
L200128,flock,2020,5.889079,0.000000
L200129,flock,2020,-1.076327,0.000000
L200130,flock,2020,1.528510,0.250000
L200131,flock,2020,-3.530395,0.250000
L200132,flock,2020,2.532470,0.000000
L200133,flock,2020,-4.129181,0.000000
L200134,flock,2020,2.890164,0.000000
L200135,flock,2020,1.148951,0.000000
L200136,flock,2020,-3.497614,0.000000
L200137,flock,2020,-2.274276,0.000000
L200138,flock,2020,2.676619,0.000000
L200139,flock,2020,1.707816,0.000000
L200140,flock,2020,2.369941,0.250000
L200141,flock,2020,1.496483,0.000000
L200142,flock,2020,-0.467525,0.250000
L200143,flock,2020,2.286907,0.000000
L200144,flock,2020,2.992483,0.000000
L200145,flock,2020,-0.149629,0.250000
L200146,flock,2020,-0.098093,0.000000
L200147,flock,2020,-2.780025,0.000000
L200148,flock,2020,-1.199884,0.000000
L200149,flock,2020,4.001681,0.000000
L200150,flock,2020,1.954341,0.000000
P21A1,A,2019,3.693496,0.000000
P21A2,A,2019,4.102331,0.000000
P21B3,B,2019,-4.155585,0.000000
L210001,flock,2021,1.675581,0.000000
L210002,flock,2021,4.744063,0.000000
L210003,flock,2021,1.573030,0.000000
L210004,flock,2021,2.974319,0.000000
L210005,flock,2021,-0.867952,0.000000
L210006,flock,2021,-0.100884,0.000000
L210007,flock,2021,2.466585,0.000000
L210008,flock,2021,4.418851,0.000000
L210009,flock,2021,1.714932,0.000000
L210010,flock,2021,1.037769,0.000000
L210011,flock,2021,4.371433,0.000000
L210012,flock,2021,-0.461219,0.000000
L210013,flock,2021,-3.038737,0.000000
L210014,flock,2021,-0.504638,0.000000
L210015,flock,2021,0.692072,0.000000
L210016,flock,2021,-3.886640,0.000000
L210017,flock,2021,0.705299,0.000000
L210018,flock,2021,2.405396,0.000000
L210019,flock,2021,2.501666,0.000000
L210020,flock,2021,1.110107,0.000000
L210021,flock,2021,2.986263,0.000000
L210022,flock,2021,0.307881,0.000000
L210023,flock,2021,5.106728,0.000000
L210024,flock,2021,0.411772,0.000000
L210025,flock,2021,1.901063,0.000000
L210026,flock,2021,1.542347,0.000000
L210027,flock,2021,1.148436,0.000000
L210028,flock,2021,3.200493,0.000000
L210029,flock,2021,0.699116,0.000000
L210030,flock,2021,-4.982726,0.000000
L210031,flock,2021,2.866555,0.000000
L210032,flock,2021,3.022533,0.000000
L210033,flock,2021,2.297910,0.000000
L210034,flock,2021,-1.727605,0.000000
L210035,flock,2021,4.767140,0.000000
L210036,flock,2021,-2.251649,0.000000
L210037,flock,2021,-1.536930,0.000000
L210038,flock,2021,-1.350944,0.000000
L210039,flock,2021,3.912320,0.000000
L210040,flock,2021,3.672411,0.000000
L210041,flock,2021,0.125666,0.000000
L210042,flock,2021,3.067773,0.000000
L210043,flock,2021,0.127666,0.000000
L210044,flock,2021,-0.386612,0.000000
L210045,flock,2021,1.972046,0.000000
L210046,flock,2021,3.854567,0.000000
L210047,flock,2021,0.070617,0.000000
L210048,flock,2021,1.134444,0.000000
L210049,flock,2021,-0.159331,0.000000
L210050,flock,2021,1.605952,0.000000
L210051,flock,2021,-0.495714,0.000000
L210052,flock,2021,3.644187,0.000000
L210053,flock,2021,-0.017393,0.000000
L210054,flock,2021,-2.773537,0.000000
L210055,flock,2021,-5.825655,0.000000
L210056,flock,2021,3.021233,0.000000
L210057,flock,2021,-0.628678,0.000000
L210058,flock,2021,0.549380,0.000000
L210059,flock,2021,-2.158836,0.000000
L210060,flock,2021,0.693738,0.000000
L210061,flock,2021,2.093380,0.000000
L210062,flock,2021,3.161020,0.000000
L210063,flock,2021,-0.758860,0.000000
L210064,flock,2021,0.486354,0.000000
L210065,flock,2021,3.094718,0.000000
L210066,flock,2021,4.567831,0.000000
L210067,flock,2021,3.839952,0.000000
L210068,flock,2021,-1.256177,0.000000
L210069,flock,2021,3.044974,0.000000
L210070,flock,2021,-2.487462,0.000000
L210071,flock,2021,-1.455898,0.000000
L210072,flock,2021,0.581186,0.000000
L210073,flock,2021,-0.028784,0.000000
L210074,flock,2021,-2.356349,0.000000
L210075,flock,2021,4.746680,0.000000
L210076,flock,2021,5.175343,0.000000
L210077,flock,2021,-0.096750,0.000000
L210078,flock,2021,-0.398005,0.000000
L210079,flock,2021,0.374818,0.000000
L210080,flock,2021,1.371754,0.000000
L210081,flock,2021,-3.263499,0.000000
L210082,flock,2021,2.439842,0.000000
L210083,flock,2021,-3.909909,0.000000
L210084,flock,2021,3.435125,0.000000
L210085,flock,2021,1.790752,0.000000
L210086,flock,2021,0.603181,0.000000
L210087,flock,2021,3.147179,0.000000
L210088,flock,2021,-1.828499,0.000000
L210089,flock,2021,2.066958,0.000000
L210090,flock,2021,-0.667655,0.000000
L210091,flock,2021,1.383538,0.000000
L210092,flock,2021,2.724639,0.000000
L210093,flock,2021,-1.399137,0.000000
L210094,flock,2021,2.203203,0.000000
L210095,flock,2021,1.775978,0.000000
L210096,flock,2021,3.420229,0.000000
L210097,flock,2021,0.506958,0.000000
L210098,flock,2021,0.217154,0.000000
L210099,flock,2021,0.139108,0.000000
L210100,flock,2021,-2.211461,0.000000
L210101,flock,2021,0.201323,0.000000
L210102,flock,2021,3.059789,0.000000
L210103,flock,2021,2.718471,0.000000
L210104,flock,2021,1.010928,0.000000
L210105,flock,2021,-0.228214,0.000000
L210106,flock,2021,0.754510,0.000000
L210107,flock,2021,4.525296,0.000000
L210108,flock,2021,1.894126,0.000000
L210109,flock,2021,1.752802,0.000000
L210110,flock,2021,3.291801,0.000000
L210111,flock,2021,-1.310476,0.000000
L210112,flock,2021,1.981461,0.000000
L210113,flock,2021,1.440520,0.000000
L210114,flock,2021,0.133624,0.000000
L210115,flock,2021,-7.069002,0.000000
L210116,flock,2021,-1.081565,0.000000
L210117,flock,2021,0.667032,0.000000
L210118,flock,2021,3.799630,0.000000
L210119,flock,2021,-0.008722,0.000000
L210120,flock,2021,4.214769,0.000000
L210121,flock,2021,2.912930,0.000000
L210122,flock,2021,3.424164,0.000000
L210123,flock,2021,0.265423,0.000000
L210124,flock,2021,-1.017931,0.000000
L210125,flock,2021,2.814584,0.000000
L210126,flock,2021,3.923128,0.000000
L210127,flock,2021,2.691483,0.000000
L210128,flock,2021,3.493821,0.000000
L210129,flock,2021,1.910985,0.000000
L210130,flock,2021,4.688825,0.000000
L210131,flock,2021,0.844577,0.000000
L210132,flock,2021,1.800562,0.000000
L210133,flock,2021,1.247537,0.000000
L210134,flock,2021,1.722974,0.000000
L210135,flock,2021,1.607707,0.000000
L210136,flock,2021,2.359260,0.000000
L210137,flock,2021,0.260499,0.250000
L210138,flock,2021,2.043762,0.000000
L210139,flock,2021,5.019384,0.000000
L210140,flock,2021,4.950765,0.000000
L210141,flock,2021,4.136894,0.000000
L210142,flock,2021,1.175299,0.000000
L210143,flock,2021,6.848240,0.000000
L210144,flock,2021,-0.712540,0.000000
L210145,flock,2021,1.218083,0.000000
L210146,flock,2021,-3.000530,0.000000
L210147,flock,2021,-1.948401,0.000000
L210148,flock,2021,1.941351,0.000000
L210149,flock,2021,1.304798,0.000000
L210150,flock,2021,-0.058113,0.000000
P22A1,A,2020,2.780635,0.000000
P22A2,A,2020,6.050156,0.000000
P22B3,B,2020,-3.461354,0.000000
L220001,flock,2022,-2.515780,0.000000
L220002,flock,2022,-5.908742,0.000000
L220003,flock,2022,0.582756,0.000000
L220004,flock,2022,-0.012721,0.000000
L220005,flock,2022,1.323280,0.000000
L220006,flock,2022,-4.380090,0.000000
L220007,flock,2022,1.892744,0.000000
L220008,flock,2022,7.850764,0.000000
L220009,flock,2022,-1.583149,0.000000
L220010,flock,2022,4.548870,0.000000
L220011,flock,2022,-0.777266,0.000000
L220012,flock,2022,-3.255235,0.000000
L220013,flock,2022,4.514921,0.000000
L220014,flock,2022,4.193812,0.000000
L220015,flock,2022,-2.982607,0.000000
L220016,flock,2022,2.352303,0.000000
L220017,flock,2022,2.060843,0.000000
L220018,flock,2022,1.714627,0.000000
L220019,flock,2022,3.555803,0.000000
L220020,flock,2022,4.803822,0.000000
L220021,flock,2022,4.252753,0.000000
L220022,flock,2022,-1.936121,0.000000
L220023,flock,2022,-2.143107,0.000000
L220024,flock,2022,-2.542207,0.000000
L220025,flock,2022,-1.858813,0.000000
L220026,flock,2022,-2.819874,0.000000
L220027,flock,2022,2.262923,0.000000
L220028,flock,2022,4.465432,0.000000
L220029,flock,2022,-0.961218,0.000000
L220030,flock,2022,-0.489078,0.000000
L220031,flock,2022,3.206259,0.000000
L220032,flock,2022,1.434054,0.000000
L220033,flock,2022,4.570475,0.000000
L220034,flock,2022,1.646805,0.000000
L220035,flock,2022,2.205570,0.000000
L220036,flock,2022,-3.137253,0.000000
L220037,flock,2022,-3.944760,0.000000
L220038,flock,2022,0.223962,0.000000
L220039,flock,2022,2.205509,0.000000
L220040,flock,2022,3.619647,0.000000
L220041,flock,2022,5.504933,0.000000
L220042,flock,2022,2.544480,0.000000
L220043,flock,2022,4.909968,0.000000
L220044,flock,2022,-1.747161,0.000000
L220045,flock,2022,0.538244,0.000000
L220046,flock,2022,-1.066368,0.000000
L220047,flock,2022,5.273205,0.000000
L220048,flock,2022,6.187476,0.000000
L220049,flock,2022,0.449711,0.000000
L220050,flock,2022,1.908585,0.000000
L220051,flock,2022,3.537937,0.000000
L220052,flock,2022,2.063093,0.000000
L220053,flock,2022,-0.210795,0.000000
L220054,flock,2022,4.243547,0.000000
L220055,flock,2022,1.763578,0.000000
L220056,flock,2022,1.477844,0.000000
L220057,flock,2022,6.813509,0.000000
L220058,flock,2022,1.560577,0.000000
L220059,flock,2022,-2.469202,0.000000
L220060,flock,2022,-4.800521,0.000000
L220061,flock,2022,1.491291,0.000000
L220062,flock,2022,2.748013,0.000000
L220063,flock,2022,3.828756,0.000000
L220064,flock,2022,-3.866965,0.000000
L220065,flock,2022,-1.765414,0.000000
L220066,flock,2022,3.556671,0.000000
L220067,flock,2022,7.164125,0.000000
L220068,flock,2022,1.282222,0.000000
L220069,flock,2022,1.676169,0.000000
L220070,flock,2022,2.809105,0.000000
L220071,flock,2022,-3.020430,0.000000
L220072,flock,2022,-2.398050,0.000000
L220073,flock,2022,1.664774,0.000000
L220074,flock,2022,2.101090,0.000000
L220075,flock,2022,5.939205,0.000000
L220076,flock,2022,3.551806,0.000000
L220077,flock,2022,-1.526370,0.000000
L220078,flock,2022,2.008108,0.000000
L220079,flock,2022,1.604135,0.000000
L220080,flock,2022,2.915468,0.000000
L220081,flock,2022,0.061552,0.000000
L220082,flock,2022,0.836673,0.000000
L220083,flock,2022,-0.463584,0.000000
L220084,flock,2022,-2.405262,0.000000
L220085,flock,2022,-2.945145,0.000000
L220086,flock,2022,-0.861217,0.000000
L220087,flock,2022,-0.327273,0.000000
L220088,flock,2022,0.055111,0.000000
L220089,flock,2022,-1.588279,0.000000
L220090,flock,2022,5.114793,0.000000
L220091,flock,2022,2.799135,0.000000
L220092,flock,2022,5.632861,0.000000
L220093,flock,2022,4.579374,0.000000
L220094,flock,2022,5.979215,0.000000
L220095,flock,2022,-2.109364,0.000000
L220096,flock,2022,5.432560,0.000000
L220097,flock,2022,3.726619,0.000000
L220098,flock,2022,0.736191,0.000000
L220099,flock,2022,2.285002,0.000000
L220100,flock,2022,4.609332,0.000000
L220101,flock,2022,0.106384,0.000000
L220102,flock,2022,-2.450902,0.000000
L220103,flock,2022,-0.029720,0.000000
L220104,flock,2022,5.888747,0.000000
L220105,flock,2022,-5.956956,0.000000
L220106,flock,2022,-0.559639,0.000000
L220107,flock,2022,-6.327114,0.000000
L220108,flock,2022,1.600781,0.000000
L220109,flock,2022,3.483128,0.000000
L220110,flock,2022,-3.095501,0.000000
L220111,flock,2022,0.480495,0.000000
L220112,flock,2022,4.357977,0.000000
L220113,flock,2022,6.441070,0.000000
L220114,flock,2022,4.611693,0.000000
L220115,flock,2022,-1.292235,0.000000
L220116,flock,2022,1.369792,0.000000
L220117,flock,2022,5.063255,0.000000
L220118,flock,2022,1.400993,0.000000
L220119,flock,2022,-2.207789,0.000000
L220120,flock,2022,-5.339605,0.000000
L220121,flock,2022,2.277692,0.000000
L220122,flock,2022,3.591854,0.000000
L220123,flock,2022,-1.587109,0.000000
L220124,flock,2022,4.007101,0.000000
L220125,flock,2022,2.446953,0.000000
L220126,flock,2022,1.774707,0.000000
L220127,flock,2022,2.213011,0.000000
L220128,flock,2022,3.899100,0.000000
L220129,flock,2022,2.684474,0.000000
L220130,flock,2022,3.309472,0.000000
L220131,flock,2022,1.242960,0.000000
L220132,flock,2022,0.811206,0.000000
L220133,flock,2022,-1.826537,0.000000
L220134,flock,2022,0.157511,0.000000
L220135,flock,2022,2.892685,0.000000
L220136,flock,2022,0.279976,0.000000
L220137,flock,2022,-1.285445,0.000000
L220138,flock,2022,2.988754,0.000000
L220139,flock,2022,0.427662,0.000000
L220140,flock,2022,6.405054,0.000000
L220141,flock,2022,-5.972469,0.250000
L220142,flock,2022,5.186661,0.000000
L220143,flock,2022,1.990544,0.250000
L220144,flock,2022,2.485580,0.000000
L220145,flock,2022,1.186793,0.000000
L220146,flock,2022,1.957455,0.000000
L220147,flock,2022,4.978490,0.250000
L220148,flock,2022,1.178394,0.000000
L220149,flock,2022,0.782689,0.000000
L220150,flock,2022,4.489681,0.000000
P23A1,A,2021,7.354264,0.000000
P23A2,A,2021,6.441513,0.000000
P23B3,B,2021,5.262122,0.000000
L230001,flock,2023,7.802629,0.000000
L230002,flock,2023,4.634715,0.000000
L230003,flock,2023,5.718403,0.000000
L230004,flock,2023,3.920567,0.000000
L230005,flock,2023,4.255439,0.000000
L230006,flock,2023,1.674098,0.000000
L230007,flock,2023,5.002032,0.000000
L230008,flock,2023,2.609730,0.000000
L230009,flock,2023,1.786680,0.000000
L230010,flock,2023,2.347144,0.000000
L230011,flock,2023,-3.428961,0.000000
L230012,flock,2023,-0.477331,0.000000
L230013,flock,2023,1.806149,0.000000
L230014,flock,2023,3.244400,0.000000
L230015,flock,2023,0.748709,0.000000
L230016,flock,2023,1.762828,0.000000
L230017,flock,2023,3.394594,0.000000
L230018,flock,2023,1.895778,0.000000
L230019,flock,2023,1.929532,0.000000
L230020,flock,2023,1.264970,0.000000
L230021,flock,2023,4.666911,0.000000
L230022,flock,2023,2.714183,0.000000
L230023,flock,2023,6.850432,0.000000
L230024,flock,2023,3.124463,0.000000
L230025,flock,2023,-0.764212,0.000000
L230026,flock,2023,0.645478,0.000000
L230027,flock,2023,6.386471,0.000000
L230028,flock,2023,1.433442,0.000000
L230029,flock,2023,4.536227,0.000000
L230030,flock,2023,5.444049,0.000000
L230031,flock,2023,-5.443688,0.000000
L230032,flock,2023,-0.558541,0.000000
L230033,flock,2023,4.805102,0.000000
L230034,flock,2023,5.505173,0.000000
L230035,flock,2023,5.768894,0.000000
L230036,flock,2023,5.668226,0.000000
L230037,flock,2023,3.110227,0.000000
L230038,flock,2023,2.697049,0.000000
L230039,flock,2023,1.125071,0.000000
L230040,flock,2023,3.891925,0.000000
L230041,flock,2023,3.647124,0.000000
L230042,flock,2023,4.313472,0.000000
L230043,flock,2023,5.158343,0.000000
L230044,flock,2023,1.547408,0.000000
L230045,flock,2023,2.784004,0.000000
L230046,flock,2023,1.849220,0.000000
L230047,flock,2023,-0.291622,0.000000
L230048,flock,2023,-0.030199,0.000000
L230049,flock,2023,3.291178,0.000000
L230050,flock,2023,4.564913,0.000000
L230051,flock,2023,2.881951,0.000000
L230052,flock,2023,3.103222,0.000000
L230053,flock,2023,3.882817,0.000000
L230054,flock,2023,3.692857,0.000000
L230055,flock,2023,3.541051,0.000000
L230056,flock,2023,4.906074,0.000000
L230057,flock,2023,5.277718,0.000000
L230058,flock,2023,0.012664,0.000000
L230059,flock,2023,3.489174,0.000000
L230060,flock,2023,4.503053,0.000000
L230061,flock,2023,-0.761020,0.000000
L230062,flock,2023,0.989011,0.000000
L230063,flock,2023,6.767342,0.000000
L230064,flock,2023,2.478369,0.000000
L230065,flock,2023,3.511551,0.000000
L230066,flock,2023,1.293816,0.000000
L230067,flock,2023,1.848035,0.000000
L230068,flock,2023,4.008320,0.000000
L230069,flock,2023,-0.487059,0.000000
L230070,flock,2023,4.513597,0.000000
L230071,flock,2023,2.482838,0.000000
L230072,flock,2023,0.133681,0.000000
L230073,flock,2023,6.615855,0.000000
L230074,flock,2023,1.858519,0.000000
L230075,flock,2023,8.189137,0.000000
L230076,flock,2023,1.805189,0.000000
L230077,flock,2023,3.398393,0.000000
L230078,flock,2023,-2.211890,0.000000
L230079,flock,2023,2.388630,0.000000
L230080,flock,2023,0.882228,0.000000
L230081,flock,2023,3.822655,0.000000
L230082,flock,2023,2.300049,0.000000
L230083,flock,2023,4.700640,0.000000
L230084,flock,2023,6.216853,0.000000
L230085,flock,2023,0.832637,0.000000
L230086,flock,2023,6.648617,0.000000
L230087,flock,2023,0.006226,0.000000
L230088,flock,2023,-0.782966,0.000000
L230089,flock,2023,4.298302,0.000000
L230090,flock,2023,6.523376,0.000000
L230091,flock,2023,4.932266,0.000000
L230092,flock,2023,1.474056,0.000000
L230093,flock,2023,4.647021,0.000000
L230094,flock,2023,2.616563,0.000000
L230095,flock,2023,2.306080,0.000000
L230096,flock,2023,5.611929,0.000000
L230097,flock,2023,6.751133,0.000000
L230098,flock,2023,6.322432,0.000000
L230099,flock,2023,0.563553,0.000000
L230100,flock,2023,2.120658,0.000000
L230101,flock,2023,5.467329,0.000000
L230102,flock,2023,2.432795,0.000000
L230103,flock,2023,3.440236,0.000000
L230104,flock,2023,5.924951,0.000000
L230105,flock,2023,2.179756,0.000000
L230106,flock,2023,0.118902,0.000000
L230107,flock,2023,6.133843,0.000000
L230108,flock,2023,4.476113,0.000000
L230109,flock,2023,2.378699,0.000000
L230110,flock,2023,-2.991701,0.000000
L230111,flock,2023,3.320031,0.000000
L230112,flock,2023,1.730132,0.000000
L230113,flock,2023,3.969207,0.000000
L230114,flock,2023,-0.185895,0.000000
L230115,flock,2023,4.582719,0.000000
L230116,flock,2023,-2.521469,0.000000
L230117,flock,2023,4.078405,0.000000
L230118,flock,2023,5.296321,0.000000
L230119,flock,2023,-1.400791,0.000000
L230120,flock,2023,0.697954,0.000000
L230121,flock,2023,5.670529,0.000000
L230122,flock,2023,5.273997,0.000000
L230123,flock,2023,5.915897,0.000000
L230124,flock,2023,1.843534,0.000000
L230125,flock,2023,7.119603,0.000000
L230126,flock,2023,-2.382441,0.250000
L230127,flock,2023,0.548451,0.000000
L230128,flock,2023,5.607828,0.000000
L230129,flock,2023,1.412449,0.000000
L230130,flock,2023,0.088543,0.000000
L230131,flock,2023,5.568554,0.000000
L230132,flock,2023,-2.140832,0.250000
L230133,flock,2023,-0.203940,0.000000
L230134,flock,2023,5.459228,0.000000
L230135,flock,2023,3.671231,0.000000
L230136,flock,2023,3.061762,0.000000
L230137,flock,2023,3.131434,0.000000
L230138,flock,2023,0.192045,0.000000
L230139,flock,2023,0.537022,0.000000
L230140,flock,2023,-1.808098,0.000000
L230141,flock,2023,6.299890,0.000000
L230142,flock,2023,4.306676,0.000000
L230143,flock,2023,6.181199,0.000000
L230144,flock,2023,2.457510,0.000000
L230145,flock,2023,-3.449622,0.250000
L230146,flock,2023,3.905443,0.000000
L230147,flock,2023,4.134024,0.000000
L230148,flock,2023,-0.179832,0.000000
L230149,flock,2023,3.628306,0.000000
